W/C TIGERS,Tiger,SEX,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
CAPTIVE,F214,F,"2,633613425","3,092115489","2,946840371","2,928245445","1,761564346","2,127789187","2,108299381","2,005937214","2,521672026","7,855693609","2,588257971","2,403137196","2,079424024","6,377551279","6,822570494","7,55845413","6,31909403","5,109886475","1,712684019","5,06294066","2,495513469","4,953382427","1,598684127","1,171332581","2,586084007","2,86752448","3,342133734","3,391917414","2,86024464","2,675708674","2,768836471","3,118835236","3,37367454","3,115089529","3,656588365","5,786007586","5,7493542","3,129550638","3,62010848","4,972596286","5,808404938","5,239096304","4,015368383","3,434504904","3,309448848","5,295019103","7,842199951","8,480236075","8,409430832","7,173172234","5,786728197","1,755874218","1,490513064","1,758721583","1,297909351","1,802743256","1,987350752","1,634868001","2,060286268","1,58303645","1,924677431","2,067962623","1,697924467","1,730759965","1,692266753","1,494145401","2,178909882","5,876179736","6,04718807","3,210493879","3,185267668","3,245122077","2,759924442","1,168146814","1,141464255","2,873255632","4,968302087","5,25715686","4,101300225","4,2745946","98,59975215","98,55298218","30,64959502","50,75065283","94,81391029","88,90072531","92,72631099","94,05048845","24,79876339","26,24017912","26,40935894","102,0721078","106,7879202","21,94441841","20,55099973","22,28076963","6,93074497","3,869665941","4,967033895","1,617173826","3,638641109","3,638641109","7,161769802","7,797088091","2,425760739","5,7178646","8,474874861","8,928566187","7,200151684","5,687227151","7,942791144","10,80041091","10,22545895","8,375894825","8,29158712","10,28157841","11,57331228","10,73026568","76,03367469","2,249149376","3,240292881","3,106027754","2,875858963","29,22851758","48,9467276","10,02943825","15,36751951","38,5653646"
CAPTIVE,F214,F,"2,994549964","2,912753918","3,130052882","3,057411716","1,878365839","2,072536442","2,079337856","2,072725671","2,262354792","7,654643037","2,584114616","2,242154791","2,380616183","6,068337868","6,819635786","7,899633182","5,579069351","4,732678247","2,086957539","4,507283838","3,392349344","4,478517681","1,466612955","1,549116819","3,456586988","2,733254987","3,398238552","4,157638177","2,569960815","2,777099184","2,730670891","2,214698799","2,98352801","3,810633022","3,922814943","5,589744586","5,203095672","3,449023811","3,23541314","5,224013543","4,476982769","5,454395372","4,128576336","4,172742516","2,216966283","4,348706067","7,10396575","7,229668732","8,531000755","7,686905764","6,641026113","1,786326858","1,80380601","1,888361648","1,590752584","1,64957705","1,965502377","1,935744689","1,614005066","1,754649134","1,977438735","1,647673874","2,106510097","1,872300844","1,75799877","1,893961108","1,864534105","5,776083514","5,572386944","2,777721825","3,727865987","4,063908974","2,564519901","1,496646892","0,543337554","2,817628067","5,238156844","4,369799292","4,4531825","3,19284783","79,5727601","78,90997138","44,49809563","55,92914427","97,95623321","90,43241277","83,7525267","86,41687082","23,57191917","25,35839774","30,11902586","118,3673168","91,24618495","21,11555341","20,09633733","28,23573985","6,04956583","5,097319357","5,237355603","1,316340713","3,052790164","4,929275862","6,217609326","6,945797805","2,660688675","5,489420846","7,541182641","8,778608563","6,678950913","4,933809042","7,422132414","11,14688519","9,607956136","7,646030331","7,900080004","9,587687716","11,80714012","9,62329246","71,93865945","2,801898263","3,018394321","3,190963643","3,165862651","28,04996666","45,6532141","11,94297368","13,92438326","40,53457269"
CAPTIVE,F214,F,"2,501839767","2,967668069","3,084689193","2,765921924","1,745594009","2,133648231","2,153386377","2,095229817","2,773712193","7,829749716","2,778741317","2,254177902","2,014728553","5,743182268","6,533098724","7,349901563","6,154341231","4,386674435","2,146424289","4,502883635","2,847017928","4,317209003","1,439164415","1,179658001","3,128829567","3,362791303","3,328520729","3,561733892","3,60447859","2,30741674","2,082469344","3,084003326","3,600132942","3,320248254","3,939196689","6,365483957","5,585806908","3,318448804","4,083987255","5,765427139","5,961069739","5,587357003","4,533580618","4,313584753","3,274372312","5,804150697","8,25256885","8,711861395","8,625178907","7,733404655","6,613042868","1,589558749","1,512917745","1,468356107","1,532920464","1,931531217","1,803764578","2,082469344","1,467491436","1,783003844","1,836539736","2,076976571","1,839992097","1,771577267","1,571893463","1,60492228","2,013047861","5,951637637","6,127954683","3,346746204","3,337819001","3,545450688","3,002364646","0,664358834","1,40845802","3,10219388","4,567076282","5,730662596","3,636171741","4,625210455","91,10108348","83,78288352","39,31181039","49,58710613","90,9645561","92,75405879","93,25190199","90,78027367","30,94957397","26,92719202","28,88709954","106,2007859","102,4270174","24,81460599","19,85390059","23,16730542","6,399622592","4,334289846","4,567003395","2,210778714","3,519792426","4,276111459","6,457800979","8,466754478","1,840911634","4,828806138","8,625424169","9,011924196","7,168051876","5,00342586","8,177375379","10,73391244","10,29773888","8,261382196","7,472356498","10,06187596","11,6599779","10,46988737","75,8681819","2,183570546","3,095330772","3,316184061","2,890554926","24,20035878","49,14831864","12,62163855","15,56846452","40,52192455"
CAPTIVE,F214,F,"2,809266706","3,098835504","3,027152163","2,874461027","1,837616305","2,253888915","2,161334304","2,27010188","2,900029891","8,338888096","2,695048839","2,633554021","1,97527101","6,448722074","7,139107145","8,120355847","6,876215492","4,861180039","2,277927106","5,026012382","3,094343465","4,786122808","1,641285934","1,195902811","3,117224562","3,803118112","3,795722091","3,837154793","2,433532493","3,350514557","3,050505207","2,730164963","4,141937795","3,633002135","3,976617694","5,277316238","5,52880884","3,422310748","3,580124992","5,80115442","6,430852794","5,899270727","3,845295117","3,714888851","3,53496687","5,681000478","8,623493543","9,365312992","8,941129616","7,207891888","5,602233994","1,783959348","1,586401539","1,741812625","1,592992848","1,691877652","2,203670365","2,042835246","1,746454918","1,783959348","2,006134619","1,815714306","1,833464667","1,730840468","1,740718522","1,638098978","2,222394206","5,973523854","6,611803528","3,803841038","3,771060101","3,740103877","3,470505295","0,819631762","1,566457845","3,40269371","5,185552231","6,327608378","4,228314505","5,123359181","93,69764645","91,25595084","34,05924019","52,24311336","89,122921","85,23920165","88,04466035","92,69548919","31,9952046","27,86614288","28,11353955","103,2744529","118,1668647","27,56498772","21,22953634","22,99002007","6,975175752","4,382632552","5,1850864","2,654270419","3,672769533","4,228314505","7,1294938","8,950446762","2,56167959","6,203585514","9,299733586","9,798357567","7,784729888","5,681922616","9,259288612","11,3578083","11,51316061","9,351673686","8,395412386","10,87385016","12,52412418","11,31015489","87,28900743","2,564774243","3,485425795","3,263478758","3,212040389","33,64355115","56,45742046","15,05620118","16,16784149","47,57477615"
CAPTIVE,F214,F,"2,919244334","2,725025388","2,597382995","2,854501578","1,742000792","1,939106166","1,976647656","2,040426817","2,773340803","7,856831935","2,493218152","2,411872297","2,366383991","5,9918603","7,300124822","8,228908781","6,807089643","4,725620972","2,574503851","4,958584633","3,270324148","4,680210269","1,745394802","1,142986283","2,800707827","3,736597004","3,766963257","3,804683753","2,797467099","2,832715399","2,354818888","3,110958521","3,606180264","3,460565483","3,618388874","5,558878468","6,029332448","3,389288947","4,133892439","5,750247909","5,905650668","5,838756763","4,812806726","4,372306777","3,224114951","6,304234637","8,983817429","9,266088114","8,238664532","7,263787633","5,894778576","1,885292602","1,503562348","1,696500315","1,707604799","1,568838471","1,853557548","1,420244478","1,817229389","1,75640766","1,285179496","1,8838997","1,582499635","1,725649302","1,656097925","1,582499635","2,061927141","5,420008882","6,631758256","3,622706287","3,611188757","3,647837903","3,087652176","0,671244944","1,620675342","3,304776056","4,536762856","5,962602611","3,629281557","4,795836343","82,74848457","87,82788029","41,71548625","55,53602918","87,24140639","87,05989978","93,36254515","87,61122703","30,68730477","27,24316089","27,27306429","95,22820209","116,8463169","24,98632844","21,64504031","23,19886414","6,772448527","3,985699372","4,536568391","2,527516675","3,434830353","3,888487193","6,869660707","8,425055584","2,073859836","5,21705365","8,970307702","9,655376791","7,747281488","5,218562938","8,684348519","10,7581479","10,49936547","8,425117899","8,056303612","10,45326045","11,85917763","10,75702541","79,19641732","2,523205511","2,580956781","2,491179806","2,887563526","27,64815826","53,78060817","16,06640346","15,00325507","42,83884245"
CAPTIVE,F214,F,"2,767719837","3,069230162","3,186685953","3,322336671","2,025198643","2,215694484","2,251994049","2,162880555","2,333855744","7,676499393","2,773681448","2,3864515","2,185213301","6,04130923","6,962568172","7,375822325","5,819671646","4,463187987","2,499380184","4,335723987","3,040098338","4,285919247","1,631774756","1,411291363","3,112170661","3,333616961","3,121461678","4,120477715","2,034076809","2,292962776","2,417294102","2,942677709","3,961558969","3,481104356","3,771652608","5,314461683","5,689020491","3,489083797","3,618083937","4,901596407","5,348030669","5,594114596","4,171794295","3,59757119","3,015330793","5,795625628","7,972744184","8,645503126","7,928233437","6,919227252","5,480642338","1,836748087","1,714985851","1,867824368","1,429407802","1,863531747","2,056591338","1,970074031","1,695908663","1,693841382","2,170504083","1,84490541","2,066061494","2,089429341","1,923797566","1,670632903","2,250215222","5,093920285","6,532234204","3,605938609","3,305902598","3,728627854","3,011667428","1,196717132","0,706803278","3,280087358","5,579547053","5,040613531","4,722255097","4,025009378","87,12591742","86,85445284","36,55815871","56,31592388","101,2028117","90,07297079","83,82085459","89,88202959","28,59925036","24,93349553","33,85609882","101,8078894","118,4284689","23,69627001","19,93340962","27,88132914","6,106494282","4,872539479","5,568616547","1,581993337","3,448745475","4,208102277","6,770931483","7,751767353","2,847588007","5,726815881","8,235183283","8,744574603","7,295716941","5,094411573","8,195275196","10,97903376","10,62016058","8,747264476","7,850832211","10,35257213","11,79216603","10,53683572","77,48218076","2,762984023","3,399671645","3,52380571","3,570355984","27,14531694","47,02528731","14,15278501","14,70388019","45,7449045"
CAPTIVE,F214,F,"3,083547246","2,979620801","2,681978715","2,685779929","2,023957236","2,26490738","2,2867936","2,152419116","2,342023714","7,700494941","2,704262072","2,196029421","2,323501267","5,756083214","6,867375301","7,97589296","6,810248922","4,799315563","2,068059738","5,032877018","2,943015942","4,774237802","1,675415731","1,244542344","2,560549918","3,246978041","3,310853138","3,637498227","3,461841841","2,47531835","2,18479646","2,944774975","3,181443671","3,562314873","3,660030817","6,135582979","6,007884366","3,217932047","3,926679268","5,485677058","5,950825327","5,178556296","4,361603386","4,209726236","3,674201737","5,793080158","8,432196391","9,0283097","7,953590314","7,166789178","6,318688587","2,075486521","1,747741028","1,830589197","1,723189484","2,086157473","1,740860131","1,864693409","1,788134977","1,628655855","1,887723085","1,683732654","1,837460679","1,658957329","1,642963502","1,494535979","2,089319408","5,534980095","6,12432457","3,229238965","3,410865376","3,502596986","2,724022006","0,532672642","1,552188769","3,263561827","4,39993485","6,166837822","3,294004765","5,131712686","90,55896548","92,41028441","41,43054745","48,01048707","90,15194853","90,17440278","83,57667589","97,15845708","28,08312973","24,33485295","27,03725845","101,325604","110,9396834","22,16204821","18,22612686","22,93177846","6,721015825","3,77624085","4,399840257","2,736908506","3,429796736","3,845529673","6,651727002","8,870051908","1,703223001","5,023439663","8,984398756","9,262765061","7,195369871","4,881789738","8,072445244","10,49725668","10,56677267","8,425717451","7,955400966","10,089854","11,69986452","10,90264638","77,10491256","3,093606347","3,35045669","3,044996819","2,843357298","26,02710131","49,57631696","11,83071882","14,92792587","41,19447412"
CAPTIVE,F214,F,"2,834519498","2,943091532","2,88660044","2,910765568","2,069366846","2,085471111","1,998692725","1,981883447","2,674344236","7,437068261","2,556829257","2,59659192","2,13403456","6,868795019","7,693012152","8,337935652","6,495162863","5,40505797","2,287954181","5,268463303","3,069472348","5,215526324","1,759904542","1,102348302","3,077401486","3,29361244","3,326618083","4,050001129","3,246454498","2,456096461","2,828057468","3,164260694","3,763249811","3,591824369","3,833573862","6,147600776","5,998780151","3,507813253","4,003996939","5,841894712","6,022986668","5,729335079","4,447309503","4,367721786","3,396321261","5,65435868","8,008881635","8,40213798","8,605727557","7,754802232","6,676765308","1,949975538","1,476068017","1,875363704","1,692824869","1,743031829","1,937065214","1,687876887","1,841043364","1,721910705","1,883707348","1,372190377","2,013285721","2,090728294","1,533388637","1,326082392","2,156937288","5,987615726","5,891242936","3,472816024","3,517902936","3,731018711","3,047438182","1,545210932","0,633522488","3,118219041","5,864708136","4,633443445","5,14453115","3,688531768","89,32638572","89,74671934","41,23411561","49,43949866","99,84953436","89,92682535","84,17062853","90,05918983","25,34013691","23,51152364","28,36787839","111,7193827","103,1023589","22,89537238","19,68195553","25,56556714","7,016446962","4,559073832","5,852428111","1,228686565","3,395054981","3,880062836","7,695457958","7,14578239","3,330387268","5,949429682","8,491254995","9,384731402","7,799164913","5,903652285","8,344390643","11,57552079","10,49815158","8,833062919","8,712759599","10,73795658","12,168017","10,63351378","82,62780972","2,877156299","3,052796654","2,801359122","2,876110821","29,92263461","54,24882384","13,51594354","15,90799791","43,5927862"
CAPTIVE,F214,F,"2,83974359","3,100670718","3,191398232","3,225228474","2,005930776","2,314853115","2,044472616","1,959575578","2,451295436","8,373999755","2,967006218","2,652726588","2,616614305","6,994129888","7,130679948","7,762632223","6,443364477","5,371496385","1,759183564","5,208059263","2,55457296","5,163989212","1,700832254","1,349441684","2,666391667","3,231666205","3,08947881","3,808824626","3,254310861","2,503680655","2,202593559","3,84406992","3,557396633","3,202233949","3,654484433","6,47946204","6,683741462","3,549946121","3,755460972","5,599724942","5,990751247","5,410925592","3,80949815","4,011515156","3,539461516","6,014491185","8,320549913","9,057744291","9,30226041","7,743986844","6,51075023","1,809844956","1,720355736","1,823573433","1,594975345","1,999935338","1,86613338","2,024495056","1,841969651","1,999704385","1,610823199","1,951308785","2,042438427","1,459175305","2,152966809","1,658293595","2,188710202","6,457684674","6,339377058","3,406832907","3,197200226","3,896814165","3,238215856","1,442407","0,713703587","3,176684242","5,873492227","4,838783751","4,957704037","3,741089549","106,7622568","103,2008914","29,90321672","43,33452644","95,93388638","91,52964895","89,86068864","86,89302443","26,4293188","23,45270219","29,26385664","102,761377","102,4587211","25,5538132","18,40110607","24,77514057","6,899186155","4,315790458","5,865827876","1,09414406","3,738325537","3,768718428","7,446258184","7,78057998","2,917717493","5,805042095","8,757425435","8,970795147","7,276860305","5,796442971","8,571010684","11,21497661","10,71227598","8,698793586","8,595386719","10,34899122","11,92122147","10,9665703","84,8425506","2,834920606","3,575750298","3,251983705","2,948539124","31,15318178","54,73087191","10,61317051","18,65422097","42,32105083"
CAPTIVE,F214,F,"2,880850283","2,881758926","2,902037952","3,281405133","1,844857108","2,247862344","2,526019172","2,271036795","2,532643721","8,059497051","2,58968365","2,837815936","2,654385796","6,095205837","7,419127984","8,68069625","6,990036744","4,661546585","2,7575814","4,749656332","3,931039918","4,587359777","1,686854332","1,354821145","3,664930859","3,822016789","3,735550932","4,852090204","2,947866207","2,675018339","2,082445617","2,869924137","3,711504335","4,169540322","4,514901266","6,194393433","5,735285233","3,912599025","4,145696765","5,829089391","6,161780848","6,200784155","5,017146955","4,712648815","3,686277318","6,051581262","8,922761151","9,414751918","8,832164014","7,920698165","6,928036958","1,665881059","1,670589164","1,750185126","1,760625181","1,790118441","1,858430734","2,127223815","1,53330738","1,720007258","2,174934081","1,975872902","1,835752267","2,014191976","1,799454194","1,717570122","2,479151734","5,447124907","6,651097119","3,619000529","3,926768687","4,366598528","3,183141529","0,894732209","1,168731615","4,041884828","4,894947951","6,677876012","4,018693822","5,509499595","83,28713886","83,97693741","49,11396713","47,598894","87,91417531","91,13209169","82,15573512","95,89061087","30,92234174","25,30833133","33,94677372","103,9953431","116,9411941","26,96090934","20,11731504","29,66331494","6,342743146","5,307193245","4,886501097","2,49179195","4,17456054","4,627613622","7,022322769","9,25980869","2,316012187","5,307193245","9,118493646","9,70612269","7,437736806","4,830350516","9,288490181","11,64993639","11,57282396","9,528193417","7,609775393","10,28166524","12,44318958","11,37287736","90,30788564","2,657346319","3,202953189","3,652214892","3,678395644","28,20766572","58,29196775","18,07362027","15,459734","53,04010891"
CAPTIVE,F214,F,"3,041034058","3,362547964","2,970483008","3,187508389","1,741192309","2,150471263","2,055166913","2,356267247","2,715567746","7,486661603","2,47280578","2,582740897","2,389412514","5,960643815","6,988984717","7,957504377","6,521380285","4,821908768","2,167075949","4,923802118","3,033702259","4,741377937","1,626291169","1,454568839","2,827714977","3,164211465","3,510377441","3,737061376","3,393247351","2,344369335","2,263452197","2,91764822","3,724881894","3,171567541","3,934950239","6,575293817","5,955950548","3,410480907","4,308742491","5,481788922","5,986412416","5,596272441","4,629189527","3,923501558","3,295611929","5,43853187","7,99541086","8,329998362","8,457704782","7,723747621","6,606231556","1,787094885","1,633468768","1,817800453","1,774007232","1,985968842","1,925195902","1,82738976","2,246141139","1,706723225","1,940867761","2,015957314","1,573521065","1,774992154","1,940567573","1,823240586","2,38965632","5,83070211","6,031860259","3,523748299","3,270888578","3,626879086","2,73402007","0,918497678","1,288433763","3,149204623","4,506587765","6,111206136","3,789642558","4,984574896","86,25427388","94,76969361","43,59368551","50,1520406","92,08986225","83,69016076","88,19959038","100,3493042","26,80800154","26,14954488","27,71000873","107,6859911","108,1327015","22,45351643","20,74576565","24,05237102","6,622086112","4,369211455","4,505749313","2,150471263","3,959597881","4,164404668","6,826892898","8,568022571","2,049205369","5,39324539","8,547804266","9,157838523","7,222484877","5,124832594","8,090156134","10,99129757","10,6177939","8,774217454","8,131313787","10,58157388","11,8552784","11,06735989","80,52140985","2,642004078","3,596854064","3,046897757","3,679580542","26,94086805","50,22953685","12,71832217","15,68773667","44,82784736"
CAPTIVE,F214,F,"2,884060811","2,547836794","2,27800081","3,007773689","1,742228354","1,887751135","1,824040215","1,958288236","2,66200291","7,628159462","2,817264485","2,226409882","2,497516221","5,965733453","7,572192357","8,464804461","6,254827582","4,610414019","2,961778338","4,807425796","3,657378665","4,588855363","1,609766955","1,328256372","2,839754664","4,253393665","3,319706934","3,892454872","3,180644664","2,445114224","2,248144862","2,564657025","4,133528124","3,374758799","3,034037034","6,183469424","5,439282932","3,114090589","4,50926171","6,254781282","5,780167047","5,286098367","4,391862815","4,509321341","3,154584191","6,25327252","8,68790064","8,35782251","8,336421014","7,67532061","6,791702966","1,739876374","1,779149616","1,345726005","1,874963743","1,536463968","1,652977779","1,438031546","1,704207202","1,377305996","1,539126819","1,295730413","1,606494161","1,833556524","1,686089673","1,614122985","2,05222452","5,858024875","5,909872973","4,109756217","3,346663917","3,351227612","3,358678606","0,545575071","1,344948257","2,815322055","4,836162849","5,220493671","3,745970753","4,19420657","72,40757544","77,67005062","47,18858256","60,403842","85,683498","81,64906608","78,34254381","91,74617845","34,07324132","23,03757753","25,43933973","108,4675588","101,888658","27,43434257","18,07581308","23,4226417","6,271173263","4,383422128","4,831363075","2,78363303","2,431679429","3,93548118","6,71911421","8,033235461","2,024855279","5,24730824","8,448643597","9,720242728","7,853253715","4,734078425","8,064523989","10,65459539","10,05665652","7,940177323","7,544290577","10,38700571","11,86668298","10,46658273","75,55230237","2,469748777","2,385802911","2,048995721","2,932474765","26,67942917","52,26244344","16,80350525","14,94185213","41,35767081"
CAPTIVE,F214,F,"2,497732328","3,028945357","3,418187866","3,465229361","1,752359112","1,938636383","2,174546016","2,439139168","2,577274766","7,069693885","2,828457653","2,572873643","2,694790248","6,290484973","7,314761935","7,78344318","6,310956094","5,079695788","2,235066147","5,032398608","2,751044572","4,928028772","1,57793234","1,370239259","3,162584078","3,043343171","3,392036978","3,585100946","2,40975624","2,940161068","2,265226139","2,681338799","3,520849614","3,380083328","3,717242442","5,86828706","5,164695367","2,562740863","3,338649649","5,075268604","5,83095518","4,92064884","3,920697874","3,552029069","3,266875328","5,156433773","7,435210759","7,980228785","7,761293306","6,941662992","5,406376737","1,567357638","1,49835128","1,605794812","1,426387923","1,622844429","1,950293286","1,838036555","1,780770167","1,904937934","2,124330377","2,23403971","1,847116227","1,978044151","2,24752692","1,895281112","2,326113105","5,627934478","5,710184624","3,215652059","3,369238576","3,49264814","2,677562299","1,232007193","1,01959216","2,922830858","4,771059225","5,330424789","3,8702653","4,300294778","85,84734703","84,36322402","49,27462598","44,87802699","88,49256424","86,268603","88,34769532","95,44033203","24,38989651","25,72561264","26,97043908","104,1718006","115,8631044","21,32002168","21,8599542","24,22977975","6,472144454","4,796614671","4,763761146","1,675529782","3,646741291","4,238104744","7,030654381","8,155684969","1,971758991","5,880781001","8,295238605","8,688499685","7,043844826","4,917614151","7,85199251","11,26875912","10,10148401","8,170560078","7,364247924","10,06519633","11,7995392","10,87928004","76,11713151","2,180295311","2,926129004","3,712438477","4,160910111","29,60452465","47,56875486","12,61225283","14,41801226","42,19680943"
CAPTIVE,F214,F,"2,933710924","3,074040611","3,131985375","2,971061104","2,146515531","1,879931092","1,982047736","2,044642721","2,63893634","7,621113648","2,980553336","1,954726871","2,313145846","6,474543473","7,330758383","8,194827382","6,254684811","5,031789114","2,298969269","5,001120666","3,193706717","4,877159349","1,535293107","1,415516852","3,279875408","3,314830862","3,725609656","3,757260702","2,948118204","2,605792967","2,481721982","3,296261156","3,263301857","3,90124717","4,023398347","5,907741271","6,229970894","3,210082196","4,097627513","6,235104482","5,974228637","5,434134756","4,654575378","4,851440011","3,410421224","6,020678871","8,789212594","8,758752015","8,202181967","7,318373144","6,227616227","1,827476625","1,885413214","1,939102198","1,621799991","1,760559815","1,88685323","1,911167509","1,651998758","1,928990936","1,81015418","1,701245577","1,975734155","1,783855143","1,701245577","1,688425157","2,050214326","5,601424588","6,145695179","3,296112714","3,86335016","3,886406714","3,020018402","1,199122125","1,146611782","2,808832462","5,373292858","5,175502937","4,251997251","4,120152375","81,77518462","79,17356474","37,91001622","60,31479916","91,10579844","94,76652168","91,6681015","92,7177774","26,87825193","27,04003362","25,97195847","101,6516908","113,4884731","22,11894988","20,68477185","22,54402677","6,855880418","4,779339715","5,372637059","1,812852995","3,362018282","4,614534897","7,020685236","8,108397033","2,439111303","5,405598022","8,736209965","9,771132963","7,738459311","5,588414484","8,17458477","11,63522013","10,5487958","8,372149625","8,475263011","10,75487502","12,56608367","10,92222093","81,86376229","3,140311804","2,887174751","3,100657287","3,025693954","27,23830735","52,64109946","13,979032","14,697159","44,89651801"
CAPTIVE,M198,M,"3,282780666","3,31644966","3,366937967","3,366937967","1,913147441","2,16179413","2,430984571","2,126535776","2,781046721","8,6882868","2,163499352","3,493001345","2,835381035","6,085458315","7,807400771","8,344024144","7,343346116","5,047650756","2,759750015","5,311897307","3,032126838","5,005089063","1,787172642","1,51433632","2,958295661","3,662307732","3,831712433","3,844683413","2,94150998","2,526754667","3,150945389","2,441202812","3,646792883","4,470053317","3,844683413","6,308397636","5,709082572","3,291173958","4,240674001","5,812066729","6,476559868","5,765916084","4,975206716","4,175818512","3,726670667","5,838975341","8,424734917","9,455225383","8,863101607","8,190351063","6,134648558","1,911942308","1,887922284","1,989221041","1,807845479","2,139287109","1,844447809","2,24464813","1,642162471","1,878130089","2,328711553","1,667511571","2,35821748","1,860374259","2,082951458","1,55804005","2,401028981","6,246714697","6,628241311","3,614993919","4,170728959","3,785742904","2,79848509","0,785455561","1,662843478","3,591577984","4,622815915","6,538851459","3,73629578","5,680384641","83,69212304","82,65581696","46,93763645","49,37024051","91,27270644","92,29651627","81,36882214","98,63117786","27,11995182","27,18660868","27,43294492","102,8636017","106,8431749","22,42891703","23,65684456","23,89524697","6,710354459","4,736720795","4,615266415","3,036359484","3,491813406","4,099085303","7,347989951","8,683988124","2,459451182","5,769083019","9,117222376","9,40477734","7,950450892","5,296946307","8,838362113","11,44707525","11,16166737","9,416680421","8,527792779","11,2278399","12,56957478","11,67277846","93,34722401","3,134161857","3,475282577","3,92196633","3,421348625","33,93644091","58,09885125","17,15560637","16,967529","52,96221858"
CAPTIVE,M198,M,"3,100727733","3,559822411","3,78638808","3,545780924","1,967133578","2,719085147","2,84839932","2,530987098","2,785816034","9,294928274","3,400013339","2,530987098","3,30412372","6,595281073","7,428037221","8,02066492","7,352017015","4,915429904","2,512607318","4,883472481","3,137192439","4,741716053","1,652640559","1,633668958","3,52138519","3,572698187","3,930374766","4,79062766","3,179619053","2,70319371","3,063204197","2,624021252","4,217580095","3,944771792","4,668852744","6,62315734","5,715971973","2,821074079","3,151061568","5,739021115","7,602752047","5,49649937","3,854515066","3,956587493","4,817001691","5,872897897","8,941482728","10,95165629","9,3082754","8,178424134","6,371795135","1,821078398","1,953251838","1,570706905","1,988629811","2,067456509","2,404879771","2,319199174","2,173067468","2,038462361","2,582427974","2,02758751","2,746467531","2,087920121","2,440214852","1,975473192","2,204149869","7,114387709","7,107372175","3,706709155","4,01255417","4,763648283","3,28778937","1,359317219","1,107173491","4,449149605","5,660344803","6,805890775","4,518927102","5,834137229","97,80482393","94,01815941","40,52842821","41,66674786","86,75411109","78,89034396","80,03263747","95,113311","28,74073292","29,15521395","35,98282684","99,43077868","117,4577851","23,73899274","22,25633893","27,3080235","6,667006794","5,353808486","5,656854249","2,424366107","4,377327693","4,916075717","7,104739563","10,16886895","2,289679101","6,431304534","10,37144606","9,772468152","7,722291554","5,308295822","10,20342968","12,02081528","12,46623558","10,35306433","8,328638133","11,28199657","13,34323612","12,74078743","102,7329932","3,009070295","4,835034014","5,183673469","4,441609977","39,49829932","62,95181406","17,55442177","22,73696145","59,20634921"
CAPTIVE,M198,M,"3,049218895","3,216167153","3,437635027","3,511319967","2,102833016","2,649819781","2,501246879","2,11919368","2,941790408","8,7753486","2,748528769","2,817668844","3,082300379","7,069168087","7,571959849","8,379073345","7,190501077","5,632935404","1,939024445","5,644073084","2,735000262","5,513639327","1,769615103","1,497010057","2,809075952","3,444008104","3,429971703","3,887852798","3,413148197","2,582342745","2,691082965","3,346974263","3,564469635","3,734808786","3,583031111","6,924372371","6,390693442","3,445188276","3,57476588","5,622176326","6,291541904","6,01349572","4,247389706","3,955248189","3,384021414","5,909705607","8,546399926","9,502797651","9,549756593","8,04604097","6,656910428","1,98370645","1,853407319","1,866082856","1,709061876","2,158664459","2,247744333","1,965661022","1,980664165","1,9378536","2,32754509","1,790826909","2,39075206","2,180898481","2,013332024","1,868724995","2,148482023","6,690507961","7,007400913","3,499746095","3,614846403","3,687924066","3,270853733","1,133125179","1,2267411","3,409026175","5,497529726","5,663117971","4,276375625","4,740478405","103,148643","98,71026125","31,52698275","45,32437425","87,72032079","87,2590946","83,01640366","91,4112722","26,92930554","24,15812891","27,59002952","104,4166942","101,6904835","25,91240273","19,75542594","24,07741264","7,218503473","4,403949367","5,496658608","2,251643285","3,410577329","4,205274959","7,417177881","8,410549918","2,748329304","6,059569429","9,225117366","9,397623827","7,5503536","5,804028741","9,039746187","11,62245284","11,1606477","9,01685403","8,742928098","10,75250986","12,65231741","11,73529848","92,68022586","3,195000274","4,259634888","4,170823968","3,719094348","36,01666575","59,30650732","12,36993586","20,92922537","47,5089085"
