MOUNTAIN LION,Cougar-RCV,Track,trail,Trail-RCV,AGE,LRFH,QUAL,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8,93/94+95
Female Cerella,Female Cerella,5B,CERELLA,CERELLA,14.3,LH,2,F,"2,47390389","2,96821065","2,92757067","2,59796285","1,59334394","1,64902331","2,70706084","2,24506598","1,52936717","4,72029871","1,62632738","0,95600636","1,1895629","5,24810073","5,42667275","5,90778594","3,79309221","3,81693992","1,60973282","3,43271481","2,47507113","16,4416315","10,3547696","4,5774088","30,6454307","2,15085038","2,38497715","3,08659951","2,06247621","1,36543076","1,91703955","2,41195817","2,64656022","2,24669139","3,75713792","4,64446284","4,84464793","2,46788253","2,32367166","4,45051657","3,98424966","3,55479237","2,3378181","3,39358975","2,51495625","3,73561245","5,48361404","5,17320227","6,00495376","5,35699929","4,91530498","1,78954437","1,05155335","1,63365689","1,32622359","1,45850469","1,8996495","2,05199075","1,40779272","2,40975572","1,1664624","2,06247621","2,5352524","1,87343891","1,63852501","1,25816617","2,13847128","4,31587242","4,18104853","2,12406448","2,79266038","3,67992745","2,29775468","17,7540498","16,2120676","1,75133464","31,0648031","23,3059086","34,9885001","28,6989882","84,4809203","83,6690998","35,5776274","59,9414523","97,5911914","92,6912144","95,2697317","98,1989692","23,1700114","23,8086886","27,4758168","113,434686","110,191772","5,02375468","3,89018952","4,9207033","0,61830827","3,45222116","3,63256107","5,28138312","4,4569721","3,29764409","4,6888377","42,9369794","17,5969517","2,44018186","3,92161418","2,86562904","13,659775","23,392626","15,2906043","9,01868383","27,1984203","54,370711685","63,687488286","38,015206684","62,019240587","8,9139441937","8,9912327272","1,1406736948","13,138838107","1,1495016611","71,055411715","5,8957813181","10,967648051","8,3696852056","8,4937441633","37,123972945","28,098575435","18,689935369","11,907816012","9,2537348303","12,361730048"
Female Cerella,Female Cerella,5C,CERELLA,CERELLA,14.3,LH,2,F,"2,27958793","2,59098566","2,94823447","2,52006768","1,82968418","1,75627477","2,86065001","1,98048555","1,23256511","4,25149224","1,3951633","1,56982831","1,50142354","4,22281809","5,18304583","5,70375351","4,70937744","3,34779827","1,83524756","3,30684772","2,39690579","28,741035","7,51396603","38,7285228","74,2217714","2,26801069","2,4943237","3,27801512","2,33064825","0,94605852","2,27414061","1,20955548","2,70941698","2,42631989","3,64752112","4,56167351","3,46590449","2,23239532","2,28588005","4,10087349","4,21928468","3,29423725","2,50219202","3,33717822","2,99939017","3,12357209","4,95100938","5,89410748","4,87392692","4,71023732","4,13921243","1,77875806","1,16151676","1,61653783","1,20178771","1,30614629","1,91035634","1,84360357","1,25696665","2,27725496","1,43328612","2,23201181","2,34007775","1,78656745","1,52733079","1,44068422","1,67241099","3,33883833","3,54618517","2,16118197","2,7900208","3,6169171","1,86884971","29,3955917","27,9022664","2,76109459","39,6993272","31,6433007","77,3724743","71,0340627","82,641255","80,1666288","38,5684904","58,7902546","92,6336994","85,1182382","89,416763","92,4066807","25,3707594","25,9261761","35,0762365","123,894672","121,679642","4,63493975","3,95994852","3,82495028","0,87748859","3,35245642","3,82495028","4,76993799","5,62492688","2,42996841","4,1849456","40,9208954","24,9284356","2,27502835","4,16506358","2,49524137","11,3662826","22,1681111","17,1439317","5,7759092","27,6990017","71,342627944","148,40653695","61,927802377","149,20529518","8,5948882672","8,054895287","2,0913905119","35,094805926","1,0670391061","156,79562575","5,5392201358","10,338875752","7,818808068","8,0592878196","46,96268441","29,214354013","21,966926576","10,555069973","11,528075354","14,157210452"
Female Cerella,Female Cerella,5E,CERELLA,CERELLA,14.3,LH,2,F,"2,52334622","2,75948672","3,08290066","2,63842631","1,61066983","1,74055815","2,40967478","2,14983042","1,43383332","3,99437224","1,3087311","1,3186962","1,19683136","4,64300939","5,17202756","5,6752918","3,93840027","3,42113243","1,75089513","3,25127885","2,42401294","38,2116728","13,5505602","26,2983634","77,6638222","2,32909924","2,42265591","2,91595487","1,9536265","1,0300194","2,10054997","1,70509745","2,54861956","2,42355636","3,60141576","4,5422922","4,1320418","2,10580989","2,46511593","4,8475803","4,28089225","3,32926681","2,69641476","4,1529018","2,86831378","3,37813359","5,16849326","5,17735083","4,94890105","4,51217056","4,18216557","1,85626954","1,09047031","1,71752846","1,18192628","1,53524515","1,76838397","1,96031606","1,27259642","2,46030185","1,14059061","1,81060133","2,67701145","1,88658274","1,45797744","1,32158854","2,219123","3,40194735","3,41499011","2,1875887","2,96910129","3,54899372","2,21272096","39,1948691","37,726198","1,90130823","55,5610293","47,8536361","81,0058654","75,0013252","78,9987177","78,3775482","35,7273982","65,273884","87,4500241","86,1303265","89,0411643","101,671959","26,7629432","25,2659548","28,6841109","113,36478","123,669656","4,90461469","3,83027052","4,0638236","0,51381678","3,12961128","3,7835599","4,9513253","4,95154563","2,75632217","3,80691521","39,6717905","37,5118053","2,37388724","3,70810787","2,80235425","10,3363916","20,6135997","22,2338004","5,61670885","27,0700602","103,41466535","156,00719054","81,035096249","155,72441867","8,7348852073","7,7072516535","1,5058252922","38,985955557","1,1332427368","163,12073826","5,8423873845","11,004159918","8,3657336031","8,4808136995","44,816180756","33,351148359","21,16765761","4,8362597789","25,571342614","14,158131772"
Female Cerella,Female Cerella,5G,CERELLA,CERELLA,14.3,LH,2,F,"2,92257896","2,83248228","2,89465097","2,37404998","1,78374702","1,75091635","2,24489077","2,13900748","1,68035567","4,74254208","1,49143522","1,40267485","1,30991956","4,22853211","4,74087345","5,55827727","4,02078406","3,18604463","1,55482882","3,13877686","2,4195004","10,1682565","4,71930551","0,39599121","14,5264833","2,28194498","2,35475252","2,84836002","1,23103502","2,00352573","1,61177981","2,1001856","2,54186752","2,25274847","3,56727226","3,60470778","5,00536422","2,38675292","3,10628322","5,11254255","4,06592754","3,64182669","2,98844908","4,09231581","2,38630886","3,73408361","5,55599921","5,34418857","5,33079775","4,40833098","3,80572187","1,58055074","1,78861965","2,23912663","1,23595277","1,69551192","1,58055074","1,646585","1,74094642","2,46774093","0,85441849","1,81569377","2,42896127","1,60242562","1,52984457","1,35036846","1,91742764","3,41427684","3,9316374","2,65915542","2,66711309","3,71284829","2,09996598","10,4789444","9,11771178","2,00613246","18,0218094","10,2354844","17,018588","10,8224149","82,0513876","90,3499699","33,7104122","64,2382002","94,8079363","87,0185997","89,8395883","101,084807","28,7567663","24,8424277","29,3814","103,90106","133,087474","4,68524993","3,90437494","3,74360656","1,19427939","2,84789701","3,99624258","4,59338228","5,51205874","2,27372423","3,85844112","40,7598863","10,71739","2,47967887","3,17515996","2,50631656","11,5211967","21,4053624","10,3419502","5,76534568","26,7571645","28,257293814","27,841002922","23,702754587","29,810036552","8,5896248658","7,7857829666","1,0549501572","6,2856662189","1,1032448378","37,966855472","5,7271332514","11,023762192","8,6497122089","8,1011832347","46,986162852","41,915202892","23,23806135","16,41521427","8,1075684829","15,493979764"
Female Cerella,Female Cerella,5H,CERELLA,CERELLA,14.3,LH,2,F,"2,58973374","2,65795214","3,0604536","2,34015049","1,50472049","1,53651512","2,21909494","1,79844182","1,56436963","4,1976442","1,42860635","1,47408312","1,41581061","4,49927503","5,11062727","5,33248424","4,23462289","3,32160345","1,78902382","3,23144142","2,10104282","17,9313064","15,315484","7,51739128","25,5224424","2,55584505","1,78738278","3,08546761","2,1311847","0,80097125","1,97878845","1,72820138","2,74076414","2,03855623","3,61105238","4,25458798","4,30901502","2,12060444","2,66263941","4,47179599","4,21243263","3,4451547","2,51071955","3,46551932","2,67481364","3,78648602","5,0561266","5,86052331","4,76165358","4,22968111","3,78756186","1,3640248","1,57613197","2,03522253","1,00546085","1,55531488","1,55164317","1,70159258","1,3252409","2,55084537","0,93229203","1,83299732","2,42944373","1,5756149","1,36800156","1,17024933","1,81018368","3,1325567","4,0827712","2,80460121","2,36076999","3,69152749","2,32155739","18,4630727","17,3463732","2,45867439","36,6232348","28,9449029","28,5769202","22,3503365","94,603035","87,684754","28,2841084","57,1128567","92,1262259","88,0396426","85,6169028","95,5956862","29,993364","19,5604039","35,3245701","108,337468","129,932956","4,33515792","4,03216302","3,91562651","0,65260442","3,09987099","3,6359389","4,73138204","5,17611018","2,49779895","4,14869952","39,1516916","13,7796086","2,02163143","3,306371","2,07921384","10,8548271","20,2692792","10,1252121","6,23411051","26,2317746","65,568137685","50,927256695","40,589677621","66,286624065","8,3673209399","7,6681019199","1,0109578586","15,791386991","1,0903596583","73,616824972","5,718405739","10,648289965","8,3081394792","8,0585562247","48,884610789","39,29775448","22,721884715","16,106562539","8,0670817031","15,528621035"
Female Cerella,Female Cerella,5I,CERELLA,CERELLA,14.3,LH,2,F,"2,16788646","2,25611211","2,28673617","2,43997376","1,39895368","1,46601164","1,8508282","1,74441503","1,47595717","4,35692145","1,60875169","1,24905423","1,39341795","4,55339033","5,20585098","5,62660958","3,49262571","3,2998091","1,90604188","3,18962921","2,43698037","32,6864539","45,3403296","9,49938549","87,0343541","2,62504834","1,88730632","2,64098328","1,66490833","1,28714719","1,59807821","2,23027087","2,61271643","2,201119","2,684111","4,01425377","4,32538324","2,00553559","2,44060251","4,21074107","3,43883556","3,3071708","2,56230393","3,4111032","1,98730318","4,177017","5,50028882","4,61492949","5,20876646","4,64206462","4,2724745","1,27182989","1,23192023","1,37848057","1,28198999","1,28198999","1,57072586","1,56209107","1,00567569","1,7240416","1,08184028","1,2802663","1,91128646","1,62412065","1,31115646","1,14191864","1,9616052","3,56652997","3,88787182","2,44006453","2,39490059","2,73690602","2,38107461","33,4080075","32,2996651","1,21003183","81,5080989","74,9209809","90,2383315","85,040387","68,6001899","71,6506311","34,0609088","77,3389013","85,0759834","88,2335719","79,9647391","106,215185","30,2735345","19,5721762","20,2146845","102,528808","116,473488","4,48774925","3,57140255","3,82985931","0,72837815","2,02066197","3,24245757","4,81669422","4,34677283","2,23212659","3,97083572","33,863408","22,0201713","1,64681072","2,11551414","2,08901501","11,3565348","20,0584637","16,2972638","6,7633517","20,6063885","156,4290798","175,27871853","69,298779008","174,56052304","8,0591517965","6,5788994257","1,1159083929","40,06510676","1,225","182,48397446","4,5428482753","9,1507084914","6,7107347337","6,9828220331","51,625753632","55,056823195","25,638868134","4,3091247367","27,029500189","14,452325856"
Female Cerella,Female Cerella,5J,CERELLA,CERELLA,14.3,LH,2,F,"2,20265675","2,70446763","2,99063041","2,68654446","1,3265475","1,54893627","2,4777876","2,03977662","1,50444154","4,08163412","1,33446989","1,37956526","1,15041567","4,68521286","5,01162529","5,37227146","3,44479322","3,42190992","1,58971536","3,11826399","2,25400746","11,9707086","6,34412228","13,2768721","30,3386496","2,0369037","2,29177818","2,64480493","1,4048033","1,31657749","1,83977405","2,01420889","2,57491053","1,90206135","3,28440852","4,04242138","4,005457","1,9775958","2,28534879","4,50506222","3,45213624","3,19485196","2,32449461","3,61564062","1,97169904","3,13105911","4,62324598","4,17973774","5,38207289","4,7148043","3,98376055","1,48327326","1,16809598","1,34408939","1,12883382","1,3210179","1,79302664","1,61772891","1,50054402","2,60958684","0,75367904","2,13419716","2,49439391","1,47376754","1,75740004","1,53450252","1,95339965","3,75531909","3,38321436","2,15761298","2,67125627","3,69142997","2,08712341","12,9675244","11,5107407","1,4178681","21,8584716","14,884909","34,03168","28,7269801","76,2281038","79,7451879","33,4107692","70,361127","87,6231302","82,2022894","94,4543732","98,8829906","23,9472548","25,1933632","24,3023106","117,155806","115,281624","4,45264829","3,99286395","4,25905488","0,31458928","3,02489693","3,7508722","4,69464004","4,0412623","2,92810023","4,18645736","34,5225895","11,2232504","2,07624513","3,52414136","2,67472843","11,281293","18,6051006","10,8420488","6,2348842","22,4861652","36,74338059","62,758660046","27,983256639","61,93035253","8,445512241","7,5985410993","1,6854832499","15,172930928","1,2118055556","69,767305736","5,6950980385","10,584299256","7,8977547926","8,3816425021","42,626364823","32,711974922","20,242254503","11,644116448","9,9004183302","13,650045211"
Female Cerella,Female Cerella,5K,,,14.3,LH,2,F,"2,17267725","2,48805917","2,63086113","2,65635311","1,28231635","1,61260397","2,21281163","1,83563051","1,3753905","4,22697052","1,3822905","1,50608586","1,40024123","4,28074109","4,74657028","5,50480355","3,64003044","3,1826771","1,56389318","3,00264831","2,50215524","5,51476328","3,92847101","2,14705785","9,94177527","2,07066167","2,21639166","3,0222883","1,53321532","1,04523853","1,67931719","1,85624657","2,54881774","2,3085541","2,98321104","4,18862708","3,9764629","2,11889538","2,2947038","4,40161742","3,61394968","3,25331312","2,37421207","3,55286946","2,23874852","3,27133872","5,00614068","4,73251873","5,16515473","4,59041501","4,29414777","1,23635821","1,19792627","1,51631629","1,08688585","1,42965833","1,60521231","1,7104248","1,19527599","2,19157045","1,15958804","1,59281667","2,03240223","1,71297232","1,4568505","1,29554121","2,01496817","3,49626887","3,50419667","2,21464671","2,72691836","3,16503518","1,98373331","5,7036799","4,4313558","1,86864612","11,6598791","4,79215585","12,9903599","7,48123727","78,9861671","79,7352298","32,4711923","68,5426406","94,0300979","85,1203799","84,7872687","94,5497056","25,8641622","23,508825","30,8129048","113,105302","114,265118","4,16727842","4,02649199","3,66044726","0,64761759","2,5341558","3,43518897","4,75858144","4,56148044","2,28074022","3,85754827","34,5579957","5,54764252","1,99159597","2,87322604","2,40624752","10,3813526","19,134623","8,3970735","5,93038928","22,5216047","16,452034953","20,471597166","13,987415131","21,532067406","8,1937704155","6,8422206563","1,3087783649","5,0939715088","1,1975308642","29,255306793","5,1189202978","9,9479506597","7,2915975497","7,7752734078","45,92540217","39,768927532","22,322113139","14,124531196","8,0898343776","13,945364861"
Female Cerella,Female Cerella,5L,,,14.3,LH,2,F,"2,37232342","2,58653252","2,79776268","2,85763531","1,32739112","1,60405027","2,7879854","2,43550936","1,44106812","4,40106248","1,21572082","1,40460376","1,49637976","4,45563465","4,69329086","5,46579684","4,17041283","3,47015145","1,2231394","3,32953201","2,13626483","9,85188726","7,70741775","5,14389388","21,2234149","1,99618024","1,94473212","3,04981264","1,81038423","1,32455948","1,84789269","2,22471257","2,08974397","1,89747022","3,60158056","4,62729887","4,59212667","2,260906","2,34027985","3,96294127","4,11985464","3,36921584","2,48044768","3,27720944","2,67884253","3,54464556","5,16811394","5,4837527","5,11447022","4,29913534","4,11014751","1,71033159","1,14516637","1,34501721","1,22383598","1,80452995","1,25468457","1,68134765","1,27385353","2,33476065","1,01764826","2,41524359","2,12473204","1,81170355","1,81208032","1,50570309","2,3724673","3,5264955","3,95801399","2,00738851","2,12618245","3,51639496","1,96867269","10,2739306","9,06794412","2,31320015","20,471514","12,5840826","24,6887988","18,6234051","99,7158183","104,074057","23,1227099","57,1614717","96,5034271","97,0388861","100,218716","95,8113532","25,0315832","20,2954932","33,6143972","104,728005","126,980621","4,85979387","3,52726974","3,99757238","0,31353509","4,18046785","2,92632749","5,46073612","5,06881726","2,79568787","4,20659577","38,9534011","10,3553509","1,94492231","3,62701729","3,37681931","11,5586003","20,2861746","9,4167967","6,83692417","24,73137","33,055596603","43,312203817","23,62374754","43,92661381","8,3870636147","8,4915753109","1,3288707004","9,9809112113","1,0664451827","51,854171785","5,3842952012","10,614253932","7,7566186208","8,2419305124","49,092992503","35,009654344","23,583517751","15,314573282","8,2914893621","15,140057031"
Female Cerella,Female Cerella,5M,,,14.3,LH,2,F,"2,40997909","2,56981238","2,84356021","2,34493017","1,50171679","1,70491905","1,96505988","1,83519814","1,58716439","4,51056324","1,6214391","1,52555685","1,50148792","4,49178091","5,01734237","5,6261223","4,10077939","3,56698849","1,45035388","3,47425422","2,15186808","7,08352452","3,14669635","1,26730186","10,0985854","2,13262987","2,05516107","2,64909658","2,25847941","0,93098453","1,86196906","2,19551718","2,46900658","1,99267331","3,49012745","4,59488154","4,60325082","2,66545344","2,68827636","4,75081114","3,7662818","3,83755613","2,88758355","4,03263238","2,20706758","3,78181335","5,34449918","5,2058638","5,36042266","4,89467312","4,58529794","1,68708722","1,12855474","1,63683852","1,12581072","1,3564666","1,75967441","1,81826617","1,26550213","2,36608567","0,6616901","1,83987381","2,24014482","1,69034336","1,33810066","1,05684575","1,92958688","3,40297766","4,07851042","2,11732014","2,62758217","3,44656571","1,97288303","7,08838284","5,78448063","1,81365795","12,6680223","5,50263937","13,1605708","7,31268448","85,0655858","89,9680091","27,035238","67,8991762","95,7687277","88,8077647","92,9287065","102,666221","25,1465289","21,2905244","26,0596974","109,592282","110,003927","5,13855479","3,6966134","3,93256744","0,1573027","3,06740261","3,35579089","5,47937731","4,79773228","2,35954047","4,16852149","38,0798548","8,29851399","2,18779427","2,65105953","2,11699854","11,3146011","21,458667","7,80961009","6,64380125","22,8185636","18,170661723","20,473255283","16,659404462","21,596108157","8,8351681926","7,1572727495","1,1885152278","4,7878961033","1,2344322344","29,509649052","5,4133725947","10,168281857","7,823351688","7,7583027634","42,806209279","41,494325379","20,320775048","15,008953516","7,3292202969","12,45068847"
Female Cassie,Female Cassie,2A,CASSIE A,CASSIE A,8.4,LH,2,F,"2,37355339","2,39573702","2,65914445","2,31079496","1,50119483","1,47250693","1,45249135","1,45551123","1,64869244","4,50933785","1,49994076","1,2884816","1,55537334","4,20907412","5,3021056","5,89967562","4,36111933","2,97988325","2,32222236","3,02205645","2,87761917","8,20877994","3,55924312","2,59308838","13,850121","2,88069698","3,0055219","3,16809092","2,48753846","1,10843151","1,514507","2,07035539","2,92227761","2,88222083","3,67209712","4,73449285","4,36116728","2,39818758","2,57771875","4,12719992","4,26437191","3,90550136","3,10440302","3,20389097","2,61569309","4,32998819","6,19066575","5,92372657","5,67911361","5,64825024","5,00992199","1,44845504","1,39071723","0,75247539","1,96592049","1,15770254","1,65653677","1,6196479","1,21773372","1,40090358","1,65552669","1,62788912","1,38242337","1,28034203","1,4438283","1,18976806","1,5261969","4,13596138","4,2168165","2,38798586","2,98501788","3,25576556","2,345916","8,39218056","6,81119174","2,39202775","14,8090383","6,87460092","16,4225586","9,87791571","68,037708","70,6012087","45,8397803","66,1225117","88,2104886","87,2497491","91,5073982","97,4427271","32,7705122","30,5349841","31,6843719","118,372114","115,808078","4,4375443","4,15125112","3,78315989","1,65641055","2,49484058","4,17170063","4,41709479","5,62361605","2,31079496","4,02855404","43,9472254","8,24637295","1,76263957","1,93116715","1,64701209","11,9823945","26,2031113","12,6841888","8,69297035","29,3438715","21,683639208","26,300474311","19,941316059","28,211232479","8,5887954248","7,9344110115","1,3010377183","6,2561807061","1,0824742268","36,856531715","5,0548814771","9,7392298271","7,4284348676","7,3656764366","48,339228082","59,967920743","22,910147146","16,659682747","6,951397587","13,483622874"
Female Cassie,Female Cassie,2B,CASSIE A,CASSIE A,8.4,LH,2,F,"2,40486554","2,65512257","2,64192182","2,38456261","1,39520943","1,49049481","1,61774161","1,70797617","1,61672823","4,56203348","1,42043195","1,71796877","1,27918618","3,42813806","4,81098029","5,78214869","4,43246356","2,61363491","2,19734538","2,854541","2,9276077","7,77706766","6,39856631","0,22657879","13,9834525","2,99682985","2,56036453","2,95503733","1,97450794","1,25852038","1,14899875","1,82108146","3,2314848","2,65107309","3,36270956","4,29152875","4,21964163","1,96291634","2,3101225","4,03679054","4,17673059","3,55072041","2,55622235","2,99213788","2,56043192","4,41336015","6,26141612","5,89715065","5,03480493","4,72169602","4,35379095","1,38775012","1,44029197","1,44243968","1,29277986","1,31332254","1,81095396","1,76904123","1,2290935","1,26083331","1,94411693","1,29826164","1,63018812","1,32560523","1,51232584","0,94614236","1,98554394","3,80692523","4,47933724","2,93287565","2,66332513","2,90105752","2,12217085","7,42374261","6,17344152","2,429295","16,3386796","8,6574912","15,7728722","9,49287101","67,865174","68,410046","44,4529051","67,6819209","89,6560201","88,0937358","86,0079815","101,913671","38,2144308","25,9568436","30,0966189","105,467276","125,194941","3,96943674","4,08393972","2,91982606","2,59540094","2,15647284","3,70226311","4,35111334","6,16407724","1,50762261","3,89310141","40,6582781","7,30087398","1,97865831","1,98539588","1,82952145","12,0172627","22,5648263","10,8959946","8,48040644","28,1320562","24,996170821","25,265743212","18,148649989","28,385665219","8,0533764543","7,6716998451","1,1356005455","6,2221518866","1,0497512438","36,754623931","5,2970443893","10,086472534","7,7019099261","7,681606997","47,152226474","63,057923222","23,63486722","17,236061677","7,2635468094","15,545646166"
Female Cassie,Female Cassie,2C,CASSIE A,CASSIE A,8.4,LH,2,F,"2,33351006","2,33565961","2,82569052","2,13824361","1,47252233","1,64171955","1,76969907","1,53427473","1,59625804","4,42777906","1,58310473","1,57343339","1,63610594","3,52827427","4,83500911","5,66590301","4,77823958","2,60976579","2,22524332","2,84950171","2,81640129","12,6345128","4,72915563","2,48264816","19,4689792","3,03215043","2,63936186","3,08817958","2,28927361","1,15681123","1,29496996","1,21137663","2,87934766","3,24758143","3,74207649","4,28981458","3,47344493","2,07527436","2,10708639","3,92239036","4,51992804","3,67070792","2,72741371","3,04282302","2,92419694","3,7540708","5,67021915","6,09597401","5,07318113","4,73679417","4,22379687","1,4179788","1,44384339","1,30782358","1,35725192","1,43148087","1,38530862","1,80352214","1,05568929","1,19451613","2,16390578","1,29980496","1,84920265","1,2529526","1,40330429","1,05271411","1,52388202","3,77545378","4,02942652","2,79068677","2,9492411","3,27557759","2,2100994","12,5336375","11,2065703","2,84956819","20,0959778","11,952646","21,6102831","14,8617493","76,4608727","67,5357995","48,1525971","55,3865302","84,9193957","90,9445092","79,94572","105,276355","38,6865695","27,6924257","33,0263163","121,939611","126,895444","3,68095081","4,39669124","3,27195627","2,43351748","2,43351748","4,1308448","3,94679726","6,44374101","1,70519332","3,72185026","41,6606377","10,3915319","1,8314689","2,16748562","1,58996341","11,6301098","22,5961317","12,7219552","7,47098798","29,8231051","32,048623798","36,472032388","28,799875404","39,31529575","8,0776420506","8,1389912307","1,2267389701","8,8792361203","0,9912513367","47,518528586","5,1613501287","9,6331037994","7,4948601909","7,2995937372","54,329596399","58,544999035","24,585707352","17,101149898","7,4202872063","15,70946608"
Female Cassie,Female Cassie,2D,CASSIE A,CASSIE A,8.4,LH,2,F,"2,43155503","2,51340244","2,69418175","2,3755126","1,36523813","1,6350349","1,59707694","1,58435524","1,58754522","4,40848322","1,54009679","1,5001595","1,74637459","3,31844586","4,38191285","4,92419153","3,96926139","2,21939892","2,16251393","2,33231616","2,59187538","5,85196329","4,25142604","1,54925745","11,1715523","2,74495183","2,50348627","2,90435694","1,99369141","0,86627973","1,24049376","1,16874739","3,07855065","2,8084936","3,25391419","4,31662723","3,57813108","2,12963403","2,2207139","3,58117066","4,1705404","3,70898801","2,73953318","2,64078202","2,5831671","3,51584834","5,23074811","5,55714802","5,02621776","4,85174002","4,1411148","1,57782234","1,32766417","1,55318103","1,09461196","1,44095782","1,62624433","1,62844642","1,31185142","1,24049376","1,8223365","1,41557231","1,7252439","1,46129492","1,42758335","0,95780609","1,8357057","3,81849337","3,96474467","2,85138326","2,66105974","2,8273103","2,10982695","5,81608442","4,61369376","2,49860071","12,7719568","4,9667921","13,5061762","6,89381797","72,3929229","75,5028923","49,5242987","58,0827784","94,6415426","85,1116424","79,2583585","104,719158","38,7573559","30,5052772","36,1436785","125,144082","117,062561","3,49057579","3,79856777","3,40844459","2,19700947","2,19700947","3,59323978","3,69590378","5,93397884","1,86848469","3,367379","38,2197695","6,84642497","2,05275007","2,03820501","1,7873555","10,3543935","19,5485552","9,76861709","7,4517062","28,1141176","17,738748946","20,399994163","15,038205836","22,824199035","7,2891435563","7,8024635251","1,2866859498","5,1773360327","0,9342105263","31,051175624","5,2075841934","10,014651819","7,6391392191","7,5830967931","46,575335225","57,434144505","22,479245066","18,345500464","6,3809957929","16,059851254"
