MOUNTAIN LION,Cougar-RCV,Track,trail,Trail-RCV,AGE,LRFH,QUAL,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8,93/94+95
Female Twin 12,Female Twin 12,12h,12A,12A,1,,,F,"2,34643955","2,66751778","2,97171383","2,57465419","1,41055626","1,60087779","1,42335649","1,54283758","1,59372413","4,230297","1,52188749","1,39048305","1,49774141","3,47414608","4,51211618","4,97663891","3,92091742","2,78250896","1,72960721","2,85607404","2,12056487","6,04128722","3,43601291","3,03931601","11,5038191","2,23965839","2,03898181","2,50922397","1,59861026","1,50112832","1,37342127","1,73579351","2,6215664","1,97582552","2,94787625","4,12083602","4,08223114","1,44824271","2,24953618","3,59340647","3,7562566","2,89446858","2,26609857","2,53594042","2,1671254","3,68182926","5,02743909","5,08330024","4,60994043","4,33415148","3,65453557","1,24018086","1,59281343","1,54177919","1,12693314","1,24368585","1,92505232","1,80815968","1,28796095","1,35881705","1,92175188","1,67798825","1,61890372","1,52664712","1,61890372","1,43300819","1,44108581","3,63956636","3,74638741","2,321124","2,05943979","2,5985926","1,70506656","5,79492543","4,611542","2,02672756","11,4377438","4,97713095","13,4664798","8,28472769","75,72516","73,1539244","44,3081976","59,9666424","94,5894418","89,6956428","92,433926","91,6360142","29,0294922","24,1842768","29,8621979","107,612445","117,083748","3,94250671","4,01869042","2,89498078","1,39035261","2,17123558","3,7901393","4,17105783","5,06621636","1,39035261","3,84727708","33,6551506","5,14294973","2,13077766","2,07418908","1,98459049","10,9007378","18,121767","6,86883276","6,63283443","22,0330898","16,41487475","21,75120749","14,13826155","24,02043524","7,96119713","6,45656897","1,4633334464","5,6781912097","1,233038347","31,8902986","5,63923161","10,56032535","7,98567116","8,2138858","43,892396474","56,447962786","20,762358438","15,16425704","7,7210342512","14,706801765"
Female Twin 12,Female Twin 12,12l,12A,12A,1,,,F,"2,52401145","2,50580948","2,5234143","2,29049823","1,6309277","1,71086176","1,53488759","1,53783034","1,52540794","4,69745422","1,72664455","1,41748395","1,52008839","4,40579719","5,3075739","5,87013323","4,44406976","3,33707145","1,97050245","3,41026159","2,45987164","13,1356804","1,86141298","4,74779398","18,9430358","2,84193646","2,41515991","2,78914669","2,20970786","1,55391585","1,80807798","1,87437628","2,85496489","2,30688841","3,00427381","4,44512936","4,35145965","1,91517158","2,09118548","3,48952677","3,967736","3,41045623","2,21122661","2,35483155","2,51088802","4,12787416","5,83601735","5,80312937","5,49366499","5,01289681","4,47667452","1,31904412","1,61572573","1,62131246","1,46415985","1,39443826","1,71745555","1,51201168","1,44863828","1,20046107","1,75424491","1,54808591","1,40533825","1,11182254","1,69326405","1,56310211","1,18545965","4,34582814","4,40062051","2,86536685","2,34605776","2,96487715","2,38934063","13,2530482","11,8316562","2,09921913","18,1123228","10,7351556","21,8583254","15,99561","78,4123393","77,317775","42,4751427","59,112518","85,4773176","84,5796377","87,2400214","93,6862525","32,3608835","24,2907389","27,1423564","112,308898","116,2945","4,48378045","4,03734344","3,82383008","1,1840286","2,36805721","3,9014713","4,61965259","5,26019265","2,11572324","4,87198655","41,0395184","10,6635384","2,13377992","1,91262183","1,7549478","15,1713693","24,8128445","11,6194804","9,56216727","25,1112384","28,8474784","37,8539354","29,57326416","38,68792316","8,52112389","7,37591589","1,3411197549","8,2359340503","1,1552631588","47,73120552","5,02922378","9,84373346","7,55323523","7,31972201","46,409952923","60,803708384","23,123747339","13,491758","8,6196698755","13,647788895"
Female Twin 12,Female Twin 12,12o,12A,12A,1,,,F,"2,05364823","2,70648158","2,71951643","2,67630179","1,32556634","1,4990192","1,53087281","1,6332082","1,40266373","4,51659253","1,67551476","1,32556634","1,38309318","4,22337024","5,00057094","5,15677035","3,78276917","3,1412651","1,85930584","2,94551932","2,21125103","9,48550285","4,49565199","10,9153458","23,575907","2,11340705","2,52568164","2,80887062","1,45221201","1,68548848","1,34035135","2,14558223","2,92118075","2,25768449","2,92697575","4,12845291","4,12546271","2,22617559","2,46762255","3,51264689","3,59649963","3,48240517","2,8500258","2,71194728","2,19649058","3,76427022","5,12639273","5,10377957","5,43256107","5,12089268","3,9442846","1,21174413","1,16192813","1,28306145","1,2361229","1,06447494","1,97165193","1,68209748","1,46572007","1,28821893","1,80454788","1,50270079","1,61825343","1,33663598","1,86971488","1,53651716","1,52012717","3,5829741","3,86846761","2,2098865","2,5015943","2,88628284","1,89664687","10,1767406","8,65409189","2,03204965","16,9334919","9,96263643","26,8414958","20,9682889","73,7220181","77,1983599","49,1086319","57,1693499","89,1930705","77,3253386","83,5227132","99,0532503","24,6934055","28,7431289","32,2035675","106,301216","120,857759","4,22245431","3,89617375","3,68505103","0,84449086","2,43750772","3,66585806","4,45277","4,93259435","2,03445526","3,95375267","37,3361673","7,73162273","1,96120324","2,02327363","2,14575674","11,4049273","21,1779744","9,49672185","6,69973404","24,0028217","26,89612833","47,8097847","22,75952901","48,47240764","8,11862806","6,96704961","1,802207628","10,732074527","1,1652892565","56,57197427","5,42599801","10,15594803","7,47964624","8,1022998","44,654934988","59,733768685","22,273830322","14,50609985","8,3315129669","14,886475659"
Female Twin 12,Female Twin 12,12r,12A,12A,1,,,F,"2,16196509","2,44771748","2,7396355","2,16272592","1,35768723","1,63074088","1,43861601","1,39906372","1,40623143","4,24749708","1,52640672","1,3587639","1,42315825","3,86616435","4,71721523","5,25280454","4,35560528","3,14740072","1,56981451","3,27167841","1,98112613","7,82788202","3,51161909","1,88569043","12,2649807","2,36916297","2,04025242","2,4188703","2,49608052","1,05769152","1,25162354","2,39280912","2,54409903","2,23799233","2,84631649","4,59177731","4,55082989","1,77030525","2,4559748","3,79278961","3,89478224","2,99584144","2,47785878","2,90551504","2,49502354","4,30359014","5,672367","5,7387502","4,89995102","4,62446393","4,22912394","1,15136285","1,4330143","1,35107387","1,17804373","1,38567273","1,65455508","1,66797923","1,19743543","1,43696323","1,63432395","1,67966457","1,44267632","1,29934738","1,33843212","1,14115666","1,37081823","3,63349094","4,01570607","2,39000081","2,15876449","2,48272615","1,94381144","7,49941305","6,22422443","2,07791924","13,3252746","6,6634203","14,2824369","8,96639909","87,1697204","73,2630743","34,4109404","58,4193392","87,1453589","88,2775079","85,5714035","93,3608773","30,0060136","22,8105268","27,1612124","101,195052","116,977787","4,35946463","3,74760994","2,98279159","1,62523901","2,0458891","3,42256214","4,68451243","5,1625239","1,49139579","3,84321224","35,1626336","5,853242","1,99137934","1,9703578","1,50331409","10,3493597","20,5464503","7,04728821","7,2694303","20,9103971","19,9886949","23,24883599","17,74536816","25,49017224","8,10707457","6,6539197","1,2752294418","6,0012218396","1,2183908054","33,37116026","5,18735298","9,51204399","7,34931807","7,3500789","47,790559146","59,368804488","22,550573954","13,86310889","8,4380630585","14,42909967"
Female Twin 12,Female Twin 12,12u,12A,12A,1,,,F,"1,8971292","2,64937176","2,98574422","2,73927783","1,23120606","1,42074218","1,67312325","1,61862141","1,56850592","4,01153689","1,30362492","1,25736603","1,3834898","3,704873","4,55843384","4,84286888","4,04484616","2,84625179","1,71218205","2,85606198","1,9868069","6,99680507","5,24056172","6,56773883","17,148785","2,22203822","2,12130027","2,65536518","1,65309603","1,48279179","1,30580065","1,70161068","3,02378552","2,28485609","2,88070831","4,32691626","3,56258872","1,59425028","2,16034475","3,32915595","4,07774673","3,1430736","2,50623912","2,42577924","2,51072504","3,36435168","4,59111417","5,02679183","4,85613704","4,45793725","3,56216373","1,07443316","1,20949543","1,19865054","1,04496656","1,33461329","1,70638628","1,57884809","1,39818503","1,4271216","1,93182571","1,88059769","1,61943964","1,27885592","1,9284921","1,41044827","1,68495795","3,78786873","3,45318007","2,55620767","2,1751196","2,67977313","1,83445584","7,03723598","5,76157081","2,2794541","14,4456967","7,42438343","20,072311","14,1261982","84,4931117","77,2783861","45,2510944","50,255794","95,0586695","86,2262342","84,6880756","96,9428219","28,9086803","25,853339","33,2506786","117,344309","121,45884","3,56025064","4,16335321","3,21006206","1,28402482","2,49022996","3,44352111","4,28008274","5,07773452","1,90658231","3,65752525","34,9987699","4,78332596","1,87619462","2,49011184","2,09212543","10,3542704","17,8728639","7,28534241","6,42796313","23,9032191","21,87008013","34,1985092","16,91271673","35,95389062","7,72360385","6,98431684","1,6439761723","8,9626224576","1,1058495824","43,75329624","5,63511598","10,27152301","7,53224518","8,37439381","45,844392936","48,776459775","21,553920173","16,61787669","7,3089265413","15,725669307"
Female Twin 12,Female Twin 12,12b,12B,12B,1,,,F,"2,00400146","2,37265564","2,73203154","2,48538743","1,14557191","1,33302985","1,35698936","1,43231449","1,32480965","4,21756951","1,48621338","1,49037269","1,49281392","3,76733439","4,70713537","4,92492569","3,93673224","3,05963799","1,64749738","3,03671307","1,88821262","6,94378666","3,23986314","4,99059537","13,7493431","2,0151452","2,07576124","2,44856046","1,90679498","1,22394558","1,61400335","1,91973674","2,53133301","1,85373198","2,65270964","4,37450303","3,9156328","2,0333283","2,36647333","3,44050012","3,34061236","3,16777098","2,69644538","2,823804","2,03795834","3,65389287","4,85492772","5,04959473","4,79845977","4,71239275","3,87496898","1,14318547","1,2440116","1,11822735","1,11806452","0,98139265","1,70516899","1,80072306","1,03203137","1,29773445","1,61253623","1,63105948","1,58830501","1,25450485","1,52777352","1,48645837","1,47317078","3,21427177","3,6371121","1,92036683","2,11652617","2,53007894","1,6019563","6,98032523","5,67325407","1,97603284","12,146819","5,7501597","16,0524643","11,0302016","78,1958361","78,1081416","43,416006","58,3881579","88,9087838","78,8708107","87,1975485","93,5214534","24,4384048","24,7572265","29,4754002","105,570449","114,539292","4,33167458","3,6256307","2,9386691","1,10677148","2,34711882","3,3966435","4,56066178","4,88506032","1,50749908","3,66379524","32,287665","5,22231841","1,58033682","1,84342285","1,77077833","9,83614019","18,8276741","6,47988563","5,58051889","19,4812927","17,8969787","27,0826659","16,23156844","28,92358827","7,95730528","6,3925594","1,6161157006","6,8578806351","1,2447761189","36,35542955","5,10468718","9,59407607","7,10868864","7,59007461","48,274722243","62,134030724","22,438062894","13,00140707","8,8097612346","14,394231209"
Female Twin 12,Female Twin 12,12f,12B,12B,1,,,F,"2,03960781","2,88152646","2,43252937","1,927618","1,14153722","1,21637263","1,33493704","1,23621502","1,31472056","4,19548575","1,67044066","1,0533265","1,28604699","4,44752531","4,54285695","5,15863025","4,07199971","3,36778824","1,1750687","3,3185706","1,84005965","11,4766625","2,48792582","3,2670461","16,6471478","2,23346342","2,10074489","2,37455512","1,980562","1,3807048","1,65612714","2,02859212","2,77897703","1,97967794","2,80824045","3,84218209","4,0383284","2,02194008","2,04863924","3,06732942","3,51568383","3,1728905","1,95892916","1,98598978","2,30621489","3,42542942","5,10294891","5,33712484","5,02165115","4,05001553","3,71807343","1,11406367","1,18827238","1,2162287","1,15843401","1,59045292","1,59045292","1,55708306","1,5220624","1,2889023","1,41538901","1,60698693","1,24636891","1,00710822","1,26491106","1,2162287","1,09648334","3,58416161","4,04495526","2,50302249","2,00497694","2,57034852","2,2038943","11,8139531","10,4260638","1,8534681","16,9374749","10,2948897","19,5363203","14,0349379","99,5531079","78,869529","23,7765973","56,6702948","89,9349774","89,4093428","89,8500709","91,7030568","28,7438952","23,9453674","26,6333824","107,074552","119,906026","4,3410009","3,31188431","3,59255247","0,82329327","2,22663408","3,34930673","4,30357848","4,71522512","1,92725471","4,45326817","33,8639825","7,99241759","1,75229759","1,61452954","1,18897155","11,9450328","19,2561926","8,39102967","7,2483151","20,0315098","27,2323646","33,5712582","26,2973793","33,87878222","7,65288521","6,64247982","1,2440631843","8,0750559622","1,1521126757","41,65842958","5,31405583","9,28128164","7,35366364","7,24167383","41,611981588","74,266851754","22,563937948","11,64048013","10,300780093","15,668081084"
Female Twin 12,Female Twin 12,12i,12B,12B,1,,,F,"2,2358506","2,35474726","2,6944427","2,17710949","1,2536086","1,49465422","1,52222152","1,67072408","1,38526686","4,06164648","1,48595727","1,25747976","1,60297846","3,81278434","4,92507425","5,07967014","3,86525534","2,92861929","1,99645496","2,96011127","2,11955887","8,27117837","2,64761232","3,15632119","13,2331953","2,50843749","2,15090586","2,47484228","1,77611656","1,34397716","1,45955553","1,68114304","2,83812782","2,13072491","3,04184024","3,93339604","3,90362708","1,74449041","2,33964839","3,71066774","3,7434308","3,01356709","2,42869916","2,83215427","2,35943597","3,76618297","4,94389849","4,94375284","4,78220845","4,65536413","3,8059795","1,2793358","1,26845486","1,45819821","1,11174898","1,06409442","1,90199623","1,56800844","1,11191089","1,45114446","1,56145083","1,53681559","1,64334755","1,33227322","1,48982885","1,30855133","1,35836591","3,59960402","3,40791346","2,44266845","2,23649447","2,77585469","1,94619294","8,31369266","7,05043181","1,87857294","13,447788","6,72910773","15,8943125","10,2956838","72,3363465","74,2272445","48,144911","59,5187426","94,9000732","85,767548","87,6731261","98,4290158","30,0714849","24,7674813","28,1660546","113,228728","119,327681","3,96566592","3,83284457","3,33950814","1,06257077","2,31488633","3,68104875","4,11746174","4,85746639","1,85949885","3,7189977","33,9105827","6,87170329","1,73120819","2,04389496","1,81293519","10,1994931","18,995766","7,70659306","6,01269469","22,1800586","20,17689573","26,1899963","19,18889035","27,30830718","7,79851049","6,71696524","1,353444432","6,7234574241","1,1610169491","34,96955768","5,04918996","9,46215005","7,28504056","7,22629945","50,675366748","58,382491926","23,633034595","14,47346554","8,2445825204","15,301342629"
Female Twin 12,Female Twin 12,12m,12B,12B,1,,,F,"2,18037754","2,558939","2,58937649","2,3799906","1,27413341","1,32809713","1,52410519","1,3686601","1,33718601","4,34444989","1,66748656","1,57779582","1,67360414","3,94409371","4,91444464","5,36347838","4,43050404","3,06627401","1,84817063","3,15721078","2,2062676","10,0587779","2,95687066","6,60585128","18,6780454","2,48006786","2,43501747","2,69530746","1,86861602","1,6007784","1,35741351","2,00870187","2,9486103","2,15602477","2,91101558","4,06097823","4,16996468","2,27829476","2,33648199","3,42569817","3,64400824","3,54454799","2,74207251","2,72976418","2,30684233","4,06097823","5,60652323","5,84985519","4,80780988","4,36461591","3,58251459","1,14901347","1,3229572","1,19819721","1,37142284","1,01111179","1,8803278","1,59544936","1,2853725","1,47975073","1,43824199","1,78416444","1,29578411","1,03131193","1,72275139","1,51750973","1,23368396","3,00827536","4,2024247","2,4441795","2,38322347","2,92391893","2,00517349","10,1266886","8,67344621","2,32061304","15,4805499","8,39859728","21,1503576","15,2676282","81,255071","79,732667","43,0165233","55,7284056","86,9901072","80,2893534","86,8825529","95,1835797","30,0457516","26,9565545","30,0650079","97,7064353","136,618184","4,20233463","3,75486381","3,13229572","1,57587549","2,37354086","3,69649805","4,26070039","5,60311284","1,47859922","3,87159533","37,2622977","7,46821428","1,65028994","1,93095278","1,60430135","11,2649321","21,6746279","9,10390754","6,1656876","23,6411604","23,87914718","36,4179858","23,12592134","38,29954524","7,95719844","7,08171207","1,6038908321","8,8157410512","1,1236263735","45,65227049","5,14831549","9,70868363","7,32869303","7,52830609","53,388605199","70,751695958","26,536482518","14,53725286","9,3977992483","17,1691312"
Female Twin 12,Female Twin 12,12p,12B,12B,1,,,F,"2,5399913","2,52776714","2,7821666","2,44048418","1,4172391","1,4511772","1,4172391","1,45068924","1,45178691","4,10230597","1,23003004","1,43103463","1,47344844","3,11763309","4,49069901","4,95085408","3,89842354","2,40105786","2,08964115","2,5493592","2,40149488","5,00818926","2,04217911","2,77051325","9,15730022","2,61227073","2,14892126","2,63009753","1,71162532","1,21948034","1,31029574","1,44922439","2,82058147","2,36025775","2,84644229","4,06402963","3,98890457","1,53023694","2,53651465","3,9045484","3,93179689","2,73879203","2,25939142","2,72010654","2,52538676","3,83986884","5,202304","5,22115255","4,41088539","4,37441935","3,72555813","1,38016165","1,46416963","1,64131066","1,33637716","1,26493345","1,72788669","1,79806418","1,07770916","1,15431215","1,87865071","1,5826773","1,60201827","1,20370297","1,59692792","1,49538803","1,38464292","3,41419036","3,58592558","2,50463747","2,2756757","2,68314197","1,775963","4,62624625","3,51489963","2,19354396","8,86212619","2,19490496","10,6810712","5,20132565","68,3230296","68,6526988","50,1019077","61,5750627","91,0609117","82,9308093","79,7509792","98,2561744","34,5507535","25,722131","31,8436413","105,277145","126,517411","3,78176483","3,68769107","2,59643555","2,3518438","1,71214228","3,98872708","3,48072882","5,28694486","1,37347678","3,48072882","33,8169493","5,70624673","1,82608234","1,88891642","1,75935431","9,32440086","17,8254097","7,90037243","5,95826401","23,8049134","11,05703115","15,88239685","12,11065284","18,97818184","7,4694559","6,66042163","1,7163903748","4,6262229046","1,1214689255","26,49467817","5,30993374","10,29040922","7,84992504","7,75041792","50,051054545","66,978829587","23,826551741","15,90454097","7,9547980189","16,937968802"
Female Twin 12,Female Twin 12,12s,12B,12B,1,,,F,"2,35100567","2,62056841","2,92552432","2,47507489","1,4228703","1,57161161","1,70460885","1,86780431","1,44163423","4,29851652","1,38198934","1,6289345","1,67106533","3,45328759","4,61152039","5,15583654","4,29551447","2,73146235","1,88005804","2,87731409","2,27852245","6,65600706","4,63711696","1,83053115","12,2792633","2,44331009","2,3057602","2,68052547","1,85132888","1,40551371","1,30833425","1,6289345","2,69625341","2,3965931","3,06805301","4,17280361","3,97593388","1,75531343","2,48207463","3,69862546","3,95043571","3,07184193","2,58248078","2,72303276","2,51209977","3,8055999","5,35436282","5,64254061","4,60965514","4,3579177","3,66516067","1,25393319","1,45117215","1,50689483","1,2919355","1,34453365","1,80616413","1,58884521","1,38639018","1,55510889","1,91104449","1,76816914","1,54922202","1,26077288","1,87048821","1,16628366","1,78581346","3,30899756","3,9318894","2,51222058","2,35218496","2,72719071","1,80621419","6,41154766","5,11512018","2,36813935","13,090273","6,0571998","14,0112364","8,40756766","76,9856465","69,787888","50,119369","52,8949846","87,1654944","85,8390852","85,5712873","95,7501214","31,2750667","26,5650512","31,2961921","102,14708","126,114835","3,88056489","3,93735365","2,72586022","2,00653599","2,29047977","3,55876195","4,25915659","5,67900165","1,34453365","3,61555071","36,2939088","6,1108584","2,04820961","2,49020866","2,11414218","10,6178312","19,6509515","8,15047887","6,31411853","24,4294504","19,1474728","22,41880406","15,70102138","25,40291847","7,81791854","7,02287598","1,3266982403","5,9096942752","1,1131030466","33,01043255","5,54609273","10,37217329","7,8970984","8,02116762","48,124992471","50,644284162","22,73940252","16,27897153","7,7471009005","16,131510498"
Female Twin 12,Female Twin 12,12v,12B,12B,1,,,F,"2,20075144","2,75379233","2,9711854","2,60259907","1,594337","1,49402611","1,55408876","1,42112635","1,70182842","4,59764217","1,73255851","1,41479726","1,63831165","4,17257063","5,05009546","5,48907546","4,37934498","3,31250133","1,73759413","3,35661684","2,13245861","11,8541598","4,43685565","10,8760502","25,986003","2,4517456","2,14038648","2,65151822","1,44044522","2,04922024","1,70319895","1,88183427","3,0832463","2,01913167","2,87452851","3,90673663","4,0737097","1,5512339","2,55739485","3,81584976","4,11776866","3,15104139","2,50396444","2,70913336","2,41799932","3,94573159","5,44465376","5,71250658","4,80282132","4,08725769","3,33186719","1,35279735","1,45309945","1,38206815","1,25463566","1,33557206","1,97427546","1,27830343","1,64399873","1,47467889","1,77108273","1,77189329","1,70161747","1,29739716","1,67096286","1,56238221","1,40320507","3,55092087","4,13063419","2,81331311","2,0422055","2,79214778","2,0438798","11,9482851","10,6207989","2,14292791","19,0537643","11,9277769","28,6325672","23,0216339","84,1779617","76,1742611","38,7443245","57,0777138","86,0546972","78,7107868","83,1596197","95,1591366","28,8792142","22,9504454","28,4323018","98,1368163","134,927692","4,47141347","4,01669346","3,46724011","1,47784005","2,17886673","3,84617345","4,64193348","5,3808535","1,74309339","4,30089347","37,9610152","9,24730618","1,89700973","2,30175539","1,84244535","13,6165057","21,4393151","8,89709372","6,89395843","23,732455","30,9815412","51,6542011","26,75589171","53,15306865","8,48810693","7,12394689","1,7156366853","11,560940735","1,1914893613","61,30163169","5,72497773","10,52832824","7,92572917","8,3275768","48,99704692","58,619474765","23,568247487","14,83536128","9,0950054706","15,89608768"
Female Twin 12,Female Twin 12,12c,12C,12C,1,,,F,"2,20941327","2,67482284","2,68686893","2,24825082","1,5649186","1,33637515","1,48497249","1,25496556","1,47152887","4,14527467","1,66914577","1,47256735","1,51793489","3,80468134","4,97293572","5,33412087","4,11975024","3,04308384","1,92985188","3,06433679","2,26978408","9,08299088","3,46987436","3,6581612","15,6065691","2,34591217","2,20906729","2,745263","2,00301308","1,14692742","1,35045687","2,29926321","2,85887576","2,1343647","3,00830143","4,1562314","4,50057949","1,47038388","2,38278188","3,56713318","3,81298789","2,79934761","2,29217763","2,43288986","2,39431574","4,32604586","5,58329286","5,44270722","4,74628691","4,77518635","4,1178945","1,32848748","1,33408537","1,63525859","1,10621913","1,13352044","1,92389034","1,62200031","1,31213312","1,4776195","1,59981827","1,84851743","1,20652406","1,21457449","1,40890423","1,26769128","1,25922176","3,79220529","4,19216721","2,47509615","2,19839962","2,73944065","1,76422513","9,17472424","7,8824011","2,14388775","14,9520886","8,44191818","17,6576125","12,4770196","72,5972959","63,4349488","40,8348359","66,5678682","89,6321869","84,3522174","86,0556224","89,852046","27,0469128","24,4289249","30,4493781","100,044001","121,634349","4,6527258","3,7339102","3,04968582","1,48574437","1,97447607","3,792558","4,59407799","5,04371116","1,4661951","4,55497946","35,3617849","7,76362886","1,7471079","1,95520158","1,40544445","11,6845843","20,8510248","8,43703041","7,94654152","22,106466","23,39400678","30,1346321","20,96523822","31,81759554","8,386636","6,50990626","1,3600746481","7,6756302231","1,2882882894","39,7550755","5,36169177","9,81935586","7,57110504","7,60994259","45,473796313","62,210643774","22,685815265","13,66943559","8,8982714904","14,503353788"
Female Twin 12,Female Twin 12,12g,12C,12C,1,,,F,"2,68317775","2,60600048","2,56741227","2,4898628","1,35312978","1,64596336","1,73861946","1,43280841","1,4160743","4,38816539","1,53932509","1,50531753","1,50531753","4,0295989","4,99484824","5,14616358","3,85500909","3,06019101","1,93465722","3,02557195","2,12059162","7,92823092","2,78841732","2,84316981","12,7904475","2,46603941","1,99909474","2,61698217","1,53532762","1,59936895","1,46684661","1,99088027","2,48499649","1,99536509","2,66751603","3,99818949","4,65484737","2,13183013","2,46143355","3,55387163","3,44885446","3,27049424","2,57145646","2,69218739","2,03561591","4,01686989","5,14221767","5,13946461","4,98738599","4,62776412","3,76547051","1,41567973","1,54837186","1,54644633","1,50197361","1,28305316","1,97962379","1,96546254","1,03748646","1,4239429","1,6019285","1,57945075","1,5979711","1,2855182","1,64957988","1,47608528","1,3405474","3,39929935","3,82255498","2,15460484","2,09589651","2,7134466","2,02355661","8,03241453","6,83555681","1,93243951","13,2926921","6,80778788","15,3322087","10,0800236","77,1283141","78,9868033","46,0718033","56,7998826","91,0218177","88,51238","88,4932432","91,1028254","29,2995941","22,674786","29,610126","102,018975","118,185844","4,43875682","3,41591285","3,37731497","0,90705031","2,20007947","3,49310863","4,36156105","4,63174624","1,8526985","3,85978854","35,425877","8,1577319","2,14083794","2,2268737","1,77546528","11,1840905","20,218218","7,61745303","6,23628921","22,3046783","20,10047998","25,4122323","18,82396746","26,35026555","7,85466967","6,48444475","1,3109271807","6,0048478597","1,2113095238","34,13773029","5,17341275","10,3464533","7,8565905","7,66327555","45,351428331","53,072540216","22,844851109","14,68722527","8,0468462781","15,046570889"
Female Twin 12,Female Twin 12,12j,12C,12C,1,,,F,"2,30350946","2,3868797","2,86502536","2,31693134","1,3721674","1,45503339","1,53623375","1,35129432","1,68413881","4,38468949","1,45710377","1,24790416","1,43431534","4,06793458","5,01434193","5,51403315","4,29698684","3,25511471","1,75922722","3,39346779","2,12056535","8,33869915","3,27172753","2,64965629","13,3347487","2,59934936","2,21885095","2,33479937","2,25093517","1,47400042","1,44030791","2,33350785","2,62670821","2,44780836","2,90540137","4,54243971","4,63242192","1,90481138","2,37999242","3,70595184","3,74841801","3,48793643","2,74058972","2,81313149","2,09399594","4,42822984","5,86469282","5,60777926","5,0425191","4,69741433","4,17782232","1,42104273","1,26060842","1,3310647","1,34890194","1,35129432","1,64101003","1,43070775","1,20649457","1,41024311","1,88401054","1,77672007","1,44523307","1,16101864","1,52002904","1,16009093","1,48055966","3,80696527","4,30674756","2,48196371","2,29696154","2,43152553","2,11314052","8,03701118","6,66358817","1,8054453","13,84052","7,09572299","15,5893973","10,0483677","77,7044789","72,9833232","38,7443324","63,5511887","89,5506306","90,5469784","87,8903482","96,6195445","31,0923803","23,7254463","23,6203138","101,051961","116,393363","4,73153295","3,67316374","3,17510764","1,70169168","1,86771038","3,61090673","4,79378996","5,00131334","1,74319635","4,02595348","37,2725041","7,89649265","1,73512717","2,19722483","1,4986951","12,0886125","21,7125606","7,71920852","8,14291005","22,573449","20,93624299","25,637765","18,61918517","27,59483167","8,40469669","6,7445097","1,3180412399","6,2934517331","1,2461538461","35,78648643","5,25190506","9,87234586","7,55541452","7,5688364","48,763816207","52,972896269","22,162122443","14,85424048","7,8356993854","13,848609568"
Female Twin 12,Female Twin 12,12n,12C,12C,1,,,F,"1,87093706","2,48967675","2,86198338","2,64380797","1,32648417","1,34051868","1,65781126","1,63994526","1,64679927","4,32003547","1,40625596","1,50333439","1,69031437","3,88768917","4,85105922","5,08939691","3,93865899","3,07452997","1,77652925","2,96096722","2,12842969","7,62787091","4,08573029","9,06451893","19,3407488","2,04519223","2,00816941","2,95058621","1,96472648","1,07943711","1,23936255","2,16144126","2,80473793","2,12660635","2,95258235","4,58473137","4,02822941","1,6520714","2,2376045","3,60796939","3,73665487","3,21433883","2,67544683","2,84328957","2,09009548","3,87371258","4,9878725","5,1554316","5,14560736","5,13498822","4,37333705","1,18737791","1,13667535","1,30116021","0,95017228","1,22614905","1,66355036","1,69808785","1,09647982","1,59928798","1,68846804","1,51561795","1,80205602","1,53887804","1,652262","1,62348433","1,41497796","4,02861656","3,91022256","2,23842925","2,21550993","3,06119608","1,65046282","7,92715685","6,71103682","2,29140268","14,1653812","7,46084903","22,1707134","16,7489577","77,9466117","72,0700672","47,6556004","54,3977878","96,9514629","85,2318638","85,6415304","89,5660597","23,9767076","23,1499046","35,3261345","110,322448","112,203139","4,05840127","4,00255171","3,25789093","0,9494425","2,49461362","3,81638651","4,24456646","4,84029509","1,86165196","3,85361955","34,9803146","5,58136439","1,66546521","2,3518566","2,16678566","11,0756642","19,7206261","7,7131893","7,81578163","22,1502887","21,62623023","38,9196711","18,58005917","40,11886893","8,06095298","6,70194705","1,8551022764","9,2866989655","1,2027777778","48,46752096","5,35166013","9,86640516","7,22259719","7,9954681","45,067352218","47,708324989","20,966043485","14,4370994","7,7718616386","13,919339224"
