Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
Gracie,Gracie 19-04-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,"1,80735412","2,39906612","2,86922103","1,93434227","1,28308742","1,36967748","1,49489074","1,10097326","1,60086013","4,09480925","1,72454686","1,68347355","1,79556098","5,1434531","6,68416082","7,63751555","6,14971951","4,92364698","1,76051384","5,51957526","2,1179403","4,93816385","0,33183202","1,24156553","3,53378036","2,89734766","2,80578925","1,88790158","3,33870671","2,00900179","1,6104645","3,20323561","3,56450674","2,47992009","3,97949199","5,07746659","5,00787703","2,05177731","2,86239225","4,45819889","4,17280608","3,58879385","3,14224674","3,62295065","2,70270902","5,50799987","7,28019492","6,28460071","5,03309497","5,10329162","5,07251542","0,89005958","1,41871768","1,30805903","0,87453658","0,98791119","1,90920238","1,7920741","0,94643236","0,99876769","2,36232911","2,16565025","1,0897496","0,88239333","1,2463361","1,30978921","1,04364862","3,42751472","4,41409267","3,02422443","2,68575276","2,30740146","2,11739287","0,1200633","1,89541542","1,17182583","2,92380677","4,08451398","2,27726554","4,4810709","58,7010936","73,9382876","39,3543076","81,9445988","84,2260487","74,9773846","85,8848812","145,714028","24,1558118","21,2832942","9,72768969","95,9115985","130,231593","5,33108049","4,86112298","2,92254826","2,42321841","1,65953745","4,65551657","5,5366869","5,801038","1,20426612","4,67020274","7,26708839","8,50577906","7,00425723","4,81366037","44,9903158","1,15746632","4,13886145","2,12750355","1,06418314","14,1180048","28,5277218","5,79736089","7,56014339","22,739204"
Gracie,Gracie 19-04-21,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"1,7531962","2,40115628","2,5816281","1,87533582","1,05726322","1,32451074","1,40770936","1,32943021","1,65122719","3,90380755","1,55137662","1,49788492","1,67044913","5,04986813","6,55529118","7,28548112","6,01953353","4,82047366","1,73481753","4,97957568","2,30590545","4,82179011","0,76498572","1,01970328","2,98227701","2,30931072","1,87476352","2,85393711","3,12186038","2,73355197","1,72200885","3,14864278","2,8838606","1,80318405","3,367824","4,8003942","4,89887909","1,51050894","3,24120558","4,46911662","4,45522994","2,66041477","3,01721219","3,53883153","2,85050973","5,1927879","6,46735441","6,23106133","4,53014283","4,93456359","4,97750723","0,88355836","1,24085053","1,18963491","0,81050105","0,96474328","1,9018987","1,49746696","1,14988252","1,01223775","1,99169984","1,61923582","1,27300814","1,31692734","1,01717294","1,13674236","1,12153654","3,48626356","3,97188902","2,47668822","1,84783305","2,72528673","1,51910428","0,12788061","1,36233523","2,35651266","1,95316667","4,29429109","1,32397051","3,61082866","79,845208","63,4382517","58,9583607","41,1964313","89,1638501","86,8775208","90,1623436","85,3798612","17,5068163","14,3534266","22,2697654","88,6940945","124,801571","6,12503529","4,05215217","1,95252217","2,04613624","2,24673783","3,89167089","6,28551656","5,87509672","0,72327933","5,09528045","7,07460005","7,84091954","6,76333854","4,84384428","39,0073887","0,92679492","3,27239803","1,75110942","1,23298421","13,8699992","26,9068309","5,60306726","6,88568203","18,2754049"
Gracie,Gracie 23-05-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,"1,85345905","2,14263685","2,36119426","2,12890866","1,19096889","1,43841764","1,46934372","1,4313606","1,45398889","3,57529584","1,85182748","1,73689844","1,4777541","4,16497697","5,25638074","5,99837744","4,7384911","3,66954022","1,58684052","3,83050472","2,16787271","3,66607803","0,88784964","1,01837438","2,54155241","2,35773529","2,03054875","2,42905966","3,13376516","0,98357434","2,52263996","2,19758607","2,47128213","1,92450699","3,00291542","5,26024657","3,9678061","1,82335138","2,40362994","3,51811523","3,50078383","3,21537675","2,88525819","3,08920283","2,14971005","3,90748849","5,27158335","4,92633107","4,99651582","5,09661764","5,06360954","1,09992721","1,17435585","1,08922627","1,04835945","1,11168124","1,50390928","1,40196915","1,16011286","1,06566051","1,65509256","1,54822783","1,31059346","1,06381521","1,61773382","1,34176241","1,13128936","3,77663364","3,39649445","2,29288244","1,97158183","2,64792267","1,81511345","0,1888177","1,08341911","1,89174248","2,52114341","3,81246077","1,72343592","3,49611286","79,0838631","77,7336894","29,6026632","71,3134738","80,8005388","86,2863519","91,067335","104,460649","25,8095295","19,3787009","22,4626602","122,366111","102,107388","5,61822952","3,49141616","2,52021237","1,63506461","2,17598824","3,66352822","5,44611746","5,37235515","0,95891007","4,6224383","6,52056346","7,49439058","6,37721781","4,66805311","34,3732811","1,10351603","3,20754922","1,71924215","1,504403","11,2182609","21,9982289","4,9152295","6,41162232","18,1102675"
Rachel,Rachel 16-03-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2368034","2,51611202","2,82155513","2,52805861","1,62255049","1,71260202","1,69308166","1,54134137","1,57942898","3,82604624","1,47424226","1,80087599","1,58275078","4,38588525","5,266083","5,615132","3,85324133","3,38719841","1,87888459","3,28618416","2,32894784","3,26568826","1,0348449","1,37454206","2,73073482","2,3707691","2,08721234","2,71417055","2,15629402","1,41862997","1,908629","1,98974738","2,68614578","2,13966074","2,99660819","4,66080699","4,18013214","1,80676899","2,53570085","3,85506291","3,44125881","3,27624762","2,80523468","3,09634349","1,86997514","3,78469552","5,08676331","4,69474129","4,95535154","4,90505889","4,51281079","1,13915599","1,56182935","1,72161705","1,15577809","1,38246204","1,76098608","1,8097186","1,1735786","1,52293879","1,74065866","1,79507222","1,5294591","1,20976497","1,69324492","1,55046075","1,46780623","3,65199719","3,49289083","2,50884875","2,17353913","2,88055975","2,02835949","0,92256552","0,34402213","1,67812568","3,74577102","2,87411361","3,07470662","2,07336538","71,6693497","68,3091171","48,140648","60,1900022","92,6064413","88,7904945","89,8323848","91,4721913","26,4791839","21,8138421","25,6443054","121,622268","108,736784","4,40864163","4,33810336","3,7385281","0,57606251","2,29249365","3,92663014","4,82011484","4,30283423","2,30425002","4,11473218","5,00578775","6,26075404","5,40793373","3,89322524","35,9503624","1,81058265","3,89233806","2,38817233","1,92681929","11,3211863","20,9299899","5,71494518","6,32321803","21,1325402"
Rachel,Rachel 16-03-2020,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"1,75917699","2,52224556","2,38515844","2,74638314","1,21975066","1,56039859","1,9844631","1,70047735","1,79925392","4,23438711","1,98022005","1,58382395","1,80341852","5,03199269","6,10490054","6,41277172","4,57983374","3,9654478","2,13945274","3,74238669","2,67038503","3,72629671","0,99643314","1,3337004","2,69645568","2,3900777","2,76541041","3,36576943","1,73471267","2,59097918","1,79773713","2,63390792","3,26499747","2,30344434","2,95214883","4,17012","4,35992397","2,08316194","2,95588168","4,0472313","4,03985046","3,78058974","3,45047439","3,21475566","2,24428596","4,47277301","5,93272092","5,63959006","5,27788992","5,1214752","4,24282536","1,06214755","1,12398501","1,15490877","0,94375554","1,20216696","1,78402795","1,40950444","1,5058319","1,42106936","1,51020356","1,74107861","1,55192577","1,61996435","1,75749627","1,81000335","1,28997959","3,58026776","4,04213851","2,7708122","2,56566519","3,2680054","2,02493055","1,31150993","0,39516608","2,31338339","4,07937144","3,22898888","3,57437917","2,27913376","70,5658928","69,5761761","54,733971","54,7001362","97,128865","85,379096","95,7339042","79,7531158","22,2169161","25,3726774","30,1930169","104,326117","133,026194","4,96119976","4,22255959","4,07483156","0,46780544","2,75758994","3,87786085","5,3058985","5,15817047","2,14205647","4,7026757","6,20870397","7,29092053","6,19286629","4,42631483","42,6657644","1,07011277","3,61793898","2,36490224","2,31739051","14,6612724","27,8516512","8,2312753","7,00703356","24,0236604"
Rachel,Rachel 16-03-2020,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,11834851","2,49252781","2,68125832","2,43549644","1,43576638","1,65964911","1,80208274","1,57033879","1,70664263","4,09429763","1,68674276","1,78989974","1,52578367","4,45432512","5,49162511","5,61285164","3,78059623","3,51741566","1,97420945","3,30430165","2,30855","3,30116352","0,98441711","1,32093899","2,68051206","2,15203596","2,18830944","2,8057032","2,17574609","1,27882094","1,97009742","2,20217196","2,91915585","1,91622273","3,02399798","4,61085447","4,30821868","1,87410201","2,68342204","3,45293488","3,34879037","3,44612208","3,06576969","2,68378291","1,64339626","3,95557962","5,06435182","4,61881123","5,27419226","5,47644528","4,74864974","1,17397767","1,30875712","1,61300163","1,03173471","1,48485032","1,60181449","1,74085694","1,16780233","1,1299862","1,98798422","1,92123641","1,482986","1,16159417","1,76667006","1,52977566","1,34566144","3,98091509","3,68737767","2,47663536","2,02734447","2,77372068","1,77622281","1,20666807","0,15183773","1,69845173","3,7923484","2,65913187","3,35967695","1,95512973","65,2870325","72,7575729","51,4843374","63,2286301","100,193626","80,2892132","88,4552971","92,2420249","21,9777474","22,6968219","26,6684582","118,673052","103,08768","4,7770981","4,12669507","3,79027972","0,33641536","2,32126598","3,91363201","4,99016116","4,22761968","2,22034137","4,47432428","5,1975417","6,48654799","5,78365962","4,17142987","36,1747851","1,49070725","3,52956017","2,39774435","1,88688365","12,4669503","21,9893309","6,04349782","7,27654265","20,4935307"
Rachel,Rachel 16-03-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"1,63486041","2,34407831","2,40984008","2,08069022","1,36865644","1,59459658","1,51016643","1,52036061","1,27128162","2,9530597","1,44318765","0,6874794","1,05634417","4,99251881","6,26548043","6,55810035","4,68463913","4,18228634","2,08319409","4,0552195","2,50288085","4,01695118","0,81645992","1,06513532","2,99920719","2,34363567","2,68630257","2,90361681","3,6662389","0,79189429","1,52270924","2,77782017","3,23847633","2,08567047","3,31898914","5,67139764","4,34189941","2,11030621","2,22556651","2,98707758","3,37557118","3,36581516","2,99082283","2,63083315","2,15151889","4,46470621","5,57554467","4,77580696","5,32488947","6,13342298","5,91091887","0,98870263","1,10174718","1,31846447","0,87026285","1,12974597","1,76453409","1,51778051","1,27806425","0,94798983","1,98374935","1,74218067","1,10852723","1,41079408","1,23587828","1,32029926","1,18132147","4,66520848","3,66394289","2,68898952","2,43394619","2,66864844","1,80033785","1,17571448","0,54456383","1,85449876","3,70818229","3,11548103","3,16937259","2,45321628","62,7473908","66,5858163","62,0520852","55,200524","96,2371046","79,7656701","95,2613665","91,4163037","20,2642348","24,0442233","23,0871438","141,748301","95,7228069","4,7525544","4,22111861","3,70486669","0,65290683","2,45978854","3,93262489","5,04104812","4,55678329","2,26565672","4,69181888","5,53020585","6,8585772","5,97577792","4,24937094","36,5688365","1,10318275","3,31784804","1,79345007","1,56866362","10,0236314","23,7275358","7,53276695","7,34325468","20,866523"
Rachel,Rachel 16-03-2020,1,1,1,1,0,0,1,1,1,1,0,1,1,2,1,1,0,2,1,1,1,1,1,1,1,"1,60598711","2,14559469","2,24134485","1,92355894","1,24809316","1,57285694","1,18377447","1,0818615","1,56971513","3,90550007","1,6867371","1,64740921","1,68591535","4,16729482","4,94042231","5,59602322","4,13709179","3,44163044","1,49879187","3,33548237","2,26054084","3,29557226","0,70432858","1,07028891","2,70806546","1,81914882","2,45395065","2,75650462","2,62105743","1,21175773","1,13621435","2,7052541","2,21358309","2,68597651","2,99326355","4,45625847","4,31116424","2,1735926","2,63026366","3,9222967","3,36927372","3,61494142","3,40955965","3,54391588","1,93385804","4,14969615","5,72691163","5,30553774","5,05157769","5,12826717","4,8524777","0,94182908","1,13895515","1,07969786","0,91826915","1,10624365","1,52408468","1,73587883","1,01784491","1,17628819","1,41566791","1,34527568","1,14146177","0,89515352","1,25197311","1,31361463","0,97792057","3,37752814","3,71182507","1,83874476","2,60331178","2,94287027","1,55420251","1,11929133","0,40819308","1,97556252","3,47338729","2,86587469","3,04248199","2,06359648","73,8939339","58,6868833","52,2547906","53,8512755","100,69547","100,669548","94,9953022","82,2389693","20,9091796","25,9906292","28,1315445","109,169293","111,424724","4,18525407","4,06680348","3,46138937","0,40799647","2,4479788","3,54035643","4,71170112","4,47479995","1,84256469","3,47455055","5,55683817","6,45285644","5,14603677","3,81993932","33,7256977","1,0019712","2,66450377","1,32631922","1,04051189","9,46230115","21,7996508","4,28529114","6,15282551","17,6393354"
Rachel,Rachel 16-03-2020,0,0,0,0,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,"1,6777088","1,7382371","1,70382707","2,08646386","1,26930683","1,314782","1,35551634","1,56456195","1,33631366","3,38391781","1,19265011","1,30911297","1,06359659","4,01667906","4,95133602","5,42948464","3,98250976","3,146057","1,80527902","3,11982634","2,30965829","3,06463099","0,80573101","1,0889042","2,06319846","2,29147266","2,21610942","2,72802285","2,25622908","1,07515918","1,20929344","2,24710429","2,26994988","2,70643358","2,15571591","4,25467043","3,85287073","1,89179959","2,4161408","3,42050076","3,39723128","3,19780759","2,97263366","2,89124943","2,10367412","3,89357948","5,16815046","4,78159832","4,69912965","4,70735266","4,36911563","1,02277993","1,13497494","1,06682583","0,98754087","1,10920776","1,16863324","1,06917615","1,01986706","0,85199538","1,361197","0,98791737","1,11863877","1,09673299","1,63232048","1,42421254","1,10526144","3,31340022","3,22094913","2,30162392","2,41594397","2,58306077","1,8812965","0,8061099","0,5016709","1,95382734","3,38435103","3,15235923","2,74316613","2,44141785","73,6716266","68,6061065","48,6383687","57,6900047","89,7258951","93,2789863","75,8496422","90,9223642","27,1328157","24,0893548","28,7976269","117,516522","119,902467","3,8589466","3,28624074","3,38169172","1,24086269","1,90901952","3,02715952","4,11802782","4,33620148","2,19537245","3,36805587","4,88631833","5,85556329","4,90958908","3,45189152","29,9572532","1,06457947","2,27614174","1,10027928","1,62396945","8,3445515","19,2003615","5,68101105","5,33117151","17,2746171"
Rachel,Rachel 16-03-2020,0,0,0,1,1,0,1,2,1,1,0,1,0,2,0,0,1,2,1,1,1,1,1,0,0,"1,41934614","1,80641198","2,1421836","2,25828913","1,13146431","1,5034175","1,61287831","1,56254859","1,32010826","3,61001201","1,55844132","1,50469038","1,60739847","4,04626044","5,03354091","5,64291347","4,01372914","3,20956547","1,82397544","3,18468627","2,45822719","3,13925197","0,64147342","1,22601","2,73483276","2,31475189","2,17162908","2,85290762","2,43627176","1,12282395","1,72200352","1,86958826","2,64918654","2,33162758","2,75865603","4,63354753","3,24153612","1,87149297","2,51815433","3,90625794","3,39955595","3,1560332","2,95165125","3,46485442","2,12917896","3,68683011","5,16860406","4,85544739","4,70352917","4,82573272","4,70506856","0,73193196","1,08665747","0,98846147","0,84015733","0,9855097","1,33496853","1,24935682","1,14076909","1,33190975","1,33422009","1,33671326","1,36023169","1,16159357","1,59560003","1,63334042","1,14047719","3,24451349","3,18579613","2,48784955","2,31678848","3,04318604","1,86950295","0,85685229","0,39378305","1,94493875","3,29188551","3,14932354","2,79911545","2,42942096","71,6701055","68,5056677","48,9680909","59,3618036","87,4543709","86,5242659","85,8981613","94,0486027","26,8247612","22,5537351","28,4879824","122,56571","113,110046","3,85788146","4,2707651","3,27726385","0,73544897","2,39988613","3,66434226","4,4643043","4,64494089","1,76765806","3,6127318","5,30253466","6,38043048","5,24114582","3,5914721","31,6459458","0,79751016","2,45795612","1,72745313","1,76382845","9,21985343","20,4012273","5,4051062","5,09279452","17,8622799"
Rachel,Rachel 28-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,"1,82537061","2,22969403","2,1301962","2,09221378","1,23946438","1,37342801","1,44115773","1,14959471","1,55750748","4,09978418","1,79422916","1,39854232","1,37886501","4,20435998","5,90482418","6,26057985","4,52609365","3,49474166","2,41008252","3,54493511","2,71564475","3,48555496","0,86347565","1,10782926","2,90950711","2,78326863","2,42519845","3,02798163","2,82269937","1,07531902","2,27804577","1,51746501","3,26372783","2,15596342","3,11316072","4,90616239","3,22007771","1,70965456","2,46925744","3,70446355","3,80289763","3,17741031","2,81406361","2,81989446","2,24555658","3,8337482","5,13818483","4,88488167","5,27216331","5,94227819","5,38706733","1,13270423","1,07894319","1,17789773","1,01877304","0,85077178","1,88239973","1,97347406","0,76532276","1,0043011","1,64837611","1,64279147","0,93806234","1,0719861","1,38122224","1,36433806","0,97629683","4,13692923","3,23753302","2,40755612","2,44189124","2,89735578","1,83765335","1,07578158","0,31387669","2,10968865","3,56474707","2,94925117","3,01366252","2,49406553","60,564962","63,4759681","55,992308","63,44273","84,0207868","76,038024","82,6473322","99,7790037","25,5486572","22,755881","26,9629168","135,183805","94,0779762","4,43825565","4,38724122","3,54550308","0,51014433","2,42318556","3,71129998","5,11419688","4,6678206","1,81101236","4,54028451","5,96215837","7,07412653","6,08380531","3,70241441","36,8170137","1,12516265","2,74324984","1,53472674","1,20201692","12,1132889","24,6261386","7,90606701","6,65476578","20,9518543"
Rachel,Rachel 28-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"2,03115953","2,47968201","2,18129247","2,19983259","1,24587984","1,55938584","1,63712704","1,56593006","1,66029833","3,7512364","1,86423124","1,90316406","1,68982073","4,58362681","5,79351697","6,43211368","4,81778783","3,91959144","1,87392552","3,9732787","2,45883499","3,87700906","0,89432913","1,21946004","2,53040267","2,39846287","2,45897523","2,77578528","2,5740081","1,41544748","2,92015924","2,01646969","2,79840319","2,14059415","2,85496997","4,73656461","3,9200228","1,69576065","2,44084338","3,78907643","3,77578312","3,30857398","2,97646488","3,09696972","2,15655551","3,76445432","5,2608178","4,88130568","5,13262645","5,22877124","4,87146419","1,09610772","1,43502555","1,34250673","0,93193928","1,17092432","1,89951436","1,74858169","1,1143488","1,1880172","1,50818978","1,53288198","1,24587984","1,16234646","1,6106326","1,43033491","1,21597151","3,90605974","3,28303208","2,44086559","2,38495915","2,81461156","1,82825452","0,88506508","0,65097979","1,96543554","3,44180908","3,35697576","2,6719401","2,63550456","69,9470734","68,4764115","35,9122838","74,1406428","84,8652136","83,9943423","90,3599974","94,0856676","23,1836078","22,4307166","23,403735","127,746861","106,543387","5,52367207","4,00073404","3,43265398","0,89442392","2,45362239","3,50517484","6,01923127","4,91933158","1,86136871","5,17315459","6,5585841","7,80281042","6,65306145","4,83709537","38,1040314","1,26514781","3,53277186","1,7854508","1,71408536","13,3493546","24,8493437","6,06335965","6,36554883","20,423956"
