Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
Mo,Mo 20-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"1,92640937","2,00029163","2,2842935","2,0559887","1,21695868","1,37502429","1,18906156","1,36795288","1,5342232","3,66742698","1,44494586","1,45217087","1,17803758","4,68196599","5,48650672","5,96341191","4,41880063","3,61353374","1,87297298","3,49750549","2,46590642","3,46844","0,83784581","1,15906525","2,73280573","2,41035393","2,39662292","3,14010063","2,77962474","1,47566792","2,23466964","2,50433608","2,71627494","2,32582291","3,20756836","4,75888605","4,28106625","2,54366768","3,29764291","4,47082208","4,13348691","3,75410162","3,50908063","3,78315057","2,63824099","3,94306947","5,26761575","5,04626828","5,59539091","5,53581817","5,1664957","1,08479531","1,23810301","1,2529479","0,98946751","1,01302127","1,40593434","1,41301319","1,05161406","1,20491642","1,40811624","1,69040168","0,83796729","0,88352325","1,7715421","1,36314998","0,98946751","3,51358006","2,73837839","2,45820515","2,34374049","3,23005539","2,13112568","1,03479059","0,42955613","2,28746156","3,83919978","3,26036658","3,22619234","2,67076729","80,6220787","80,9797137","42,4702405","56,9076807","91,4118372","80,1368997","86,096997","89,0282387","25,9058041","23,6947927","30,8875249","131,063765","105,79229","5,11498832","3,89825899","3,83919446","0,87415505","2,38620702","3,88644609","5,12680122","4,45346558","2,64609095","3,80375575","5,81186574","7,0032602","6,08358927","4,6986567","37,7616464","1,17071067","3,08798576","1,29595209","1,3567936","9,09873628","24,5991577","6,57862788","4,50757449","21,1500301"
Mo,Mo 21-08-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1,58971306","2,00604057","2,07642944","1,99404948","1,10832123","1,35321274","1,10415459","1,27421451","1,63240501","3,99720824","1,61019439","1,62701359","1,55490095","4,83895488","5,76063154","6,26310653","4,49888555","3,76836998","1,99226156","3,64660033","2,61650621","3,62588189","0,57136451","1,22437041","2,85954263","2,51566214","2,36417872","3,26750018","2,13106725","2,34414048","2,39131787","2,34822315","2,81405496","2,32687172","3,37074196","4,0403439","3,82070247","2,01302055","2,49436951","3,757168","3,92495105","3,63844614","3,13160231","3,20742568","2,32018109","4,08667349","5,53601493","5,30870559","5,36292505","5,12325574","4,67734601","0,63880064","1,4875307","1,27523148","0,64597588","0,9438694","1,59134316","1,34290169","1,00656827","0,92319372","1,32083931","1,41762149","1,08181685","1,11892741","1,30487576","1,27246114","1,04655754","3,64371095","3,54356599","2,81235498","2,37897359","3,24705479","2,17493327","0,9346002","0,49630904","2,26505273","3,69064948","3,39010799","2,97920552","2,84706334","77,6393347","71,1798568","47,3867387","54,9739266","86,7592003","89,1226275","90,8604925","90,8918145","25,6146139","22,1742701","30,0286132","121,125859","120,318985","4,7046587","4,29660157","3,68451587","0,87612267","2,50835119","3,88854443","5,11271583","4,8246755","2,24431423","4,56063853","5,99166388","7,29451429","6,30089362","4,73240729","38,6602089","0,86827512","2,89204177","1,14627296","1,27029168","13,2172128","26,2083543","7,2335614","6,2875045","20,8184372"
Mo,Mo 21-08-2019,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"1,5336338","2,08997738","2,3942271","1,70481182","0,97553888","1,49964547","1,6826221","1,25417527","1,7063211","4,35199058","1,4636821","1,7369354","1,43974383","4,16411304","4,81033752","5,34059617","3,97901037","2,91955761","1,89077991","2,91711313","2,42348304","2,8578101","0,63660111","0,98264812","3,135442","2,75674392","2,12427539","2,91745471","2,31151609","1,31411258","2,51363016","1,721229","3,13787457","2,35435598","3,53498552","3,99708367","3,14287478","2,29870113","2,18149016","3,69076155","3,64901994","3,99833906","2,97441509","3,28103085","2,00678843","3,45501641","4,93455747","5,04597912","5,69390642","5,18933431","4,75258411","0,76416871","1,04133344","0,97230107","0,86229535","0,95027576","1,71174351","1,69044448","0,92536618","1,02608069","1,67909973","1,41271564","1,69496871","1,01428445","1,13040936","1,14719308","0,94715542","3,90461208","3,35386572","2,70444531","2,32621453","3,17005904","2,43062489","0,56466406","0,61972402","2,18268647","3,49433754","3,44895654","3,07494587","2,90474591","83,3677819","69,7987807","35,2329777","61,3992403","93,640952","93,4729971","89,5866721","92,7609124","34,8425437","23,4156989","32,5041962","136,934319","101,476014","4,36782864","4,14092845","3,49426291","1,17988098","2,26900189","4,09554841","4,41320868","4,60607384","2,33707195","3,87999323","5,43359631","6,53028244","5,62036165","4,21142888","35,7912079","0,74432553","3,41433435","1,90277304","1,06822233","11,1491804","22,5248248","6,68084613","6,0423196","20,7429097"
Mo,Mo 21-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"1,28426171","1,8191953","2,4741841","2,26209694","1,12489385","1,06496078","1,76769203","1,34675514","1,95481373","3,86762674","1,34670088","1,81622033","1,34197169","4,14437117","4,87561929","5,61863258","4,34382781","3,16275325","1,71286604","3,23473713","2,38389545","3,11803496","0,44753232","1,2463283","3,07035701","2,5511095","2,39311009","2,75957659","2,32518043","1,73084627","2,26719532","2,14322632","2,97282364","2,78448862","3,00439061","4,57999514","3,24449718","1,89103577","2,5758914","4,58884263","4,21144432","3,72443319","2,97054056","3,66242832","2,28889539","3,52090613","5,05386656","4,86702354","5,52418227","5,01685947","4,59256678","0,7028475","1,02759428","0,9355778","0,77239464","0,86343652","1,41217826","1,28426171","0,73068062","1,40205127","1,58978327","1,53248834","1,55619497","0,9757232","1,70669691","1,8209619","0,86673096","3,81772617","2,98080188","2,6366206","2,70204783","3,21771573","2,19965154","0,55681632","0,83523309","2,16303019","3,28832111","3,74771891","2,70701466","3,4541997","82,1811018","74,3863556","38,0956161","59,723282","85,7403365","84,9446129","82,2198948","100,95064","31,5494023","25,1028382","28,6836261","134,864222","111,926632","4,42470008","4,32798532","3,2883017","1,76504429","1,98265249","4,30380663","4,44887877","4,77529107","2,26070742","3,86859023","5,68473064","6,76858635","5,67242813","4,32577288","36,0119143","0,71884984","2,62328673","2,18103002","1,51574498","10,2764031","22,6569602","6,00707669","5,09508665","20,5406026"
Mo,Mo 21-08-2019,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,"0,90897792","2,21107529","2,38868435","2,03505038","1,07983818","1,66860319","1,29195881","1,19320555","1,83997579","4,21451459","1,62421889","1,95963354","1,6558262","4,96356583","5,50967199","6,11417624","4,40207612","3,90916708","1,60050492","3,72665349","2,38752275","3,7044707","0,70421882","0,69835952","3,35927228","2,16404259","2,57504375","2,92511213","2,42758732","1,9592321","2,7375283","2,5088532","3,14619279","2,60562292","3,37153702","4,44381622","3,06396323","5,69698182","3,02341018","4,40443156","4,28530805","7,43595837","3,348718","3,48987345","2,48718306","3,928128","5,65364124","5,35684825","5,60231942","5,24490291","4,85517465","0,7635609","1,09990239","0,95670454","1,49305532","1,26978947","1,58102689","1,63272018","1,09265549","1,0466955","1,72547598","1,77402711","0,95076631","0,92586865","1,43601571","1,33082698","1,04406192","3,78084863","3,32440662","7,62392282","2,54648962","2,96355726","2,05495748","1,28153032","0,3746149","1,97096111","3,85432651","3,00059947","2,85423166","2,54286094","81,2802535","51,7839741","35,4615373","63,2582092","50,0934295","92,7460358","93,4082274","93,68574","23,0985741","24,9052282","26,4266638","115,257772","111,685521","5,34318946","4,22688931","3,85060836","0,45153714","2,54616775","3,92586455","5,64421421","4,18926122","2,65905203","4,47774328","5,98575881","7,41044225","6,33884194","5,2380146","38,2291355","-0,0739401","3,05718556","1,54039173","1,20703217","12,4329427","26,3545977","5,20270589","5,64469441","19,1264847"
Mo,Mo 21-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"1,79262754","2,37190766","2,08096262","2,12783991","1,33015951","1,3951654","1,59818309","1,39618205","1,627633","4,08598461","1,47134798","1,70880075","1,50969838","4,9244289","5,27249364","5,93661338","4,43243573","3,82899734","1,4434963","3,67288407","2,26372931","3,63959108","0,67706498","1,30212277","2,3209349","2,16769899","2,59169672","2,83179343","2,18595022","2,04648677","2,03194089","2,88577593","2,60083147","2,34036264","2,95600625","4,23028016","4,6362992","2,01091168","2,34332214","3,94394267","4,12266907","3,58757022","2,97189027","3,35116457","2,57842384","4,1517987","5,87778686","5,58609519","5,38227823","4,73608916","4,34319909","0,786714","1,45935936","1,36703467","0,92889065","1,11337083","1,66542747","1,7058326","1,06574425","1,15927517","1,40894824","1,35631655","1,32512111","1,16247639","1,40966739","1,41421356","1,11652211","3,65478213","3,61677772","2,37157181","2,54967962","2,93987089","2,12707415","1,1398008","0,5466486","2,03429887","3,92214365","3,28203119","3,36262073","2,62959268","88,3549935","83,7536744","32,077368","59,5676385","93,7710364","91,920608","96,890077","90,4548621","24,2385686","25,8748486","27,049047","107,313502","128,005039","4,89402559","3,81292255","3,91754543","0,66261154","2,61557187","3,46417963","5,24276851","4,53365791","2,66207093","4,27791311","5,81558949","6,97386046","5,8092424","4,8854168","39,0416216","1,18554054","3,58324324","1,65702703","1,48513514","12,3132432","25,0727027","4,78236486","6,43648649","20,5437162"
Mo,Mo 21-08-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"1,44589788","2,45175949","2,61153068","2,23472879","1,10091286","1,4993794","1,74752041","1,28470323","1,52277098","4,07897158","1,28071552","1,63796199","1,36877979","4,46052781","4,85340605","5,40891493","4,07380758","3,51871939","1,33468666","3,33032979","2,07858514","3,3211727","0,78389486","1,08072786","2,81937601","1,86430257","2,16282143","2,85165059","2,58520738","1,39497527","2,0502531","2,514195","2,73803863","2,12563197","3,33183782","4,81425334","3,93533432","1,78919317","2,72794239","4,15331374","4,1626107","3,14281873","3,01296741","3,55423972","2,69153502","3,72043547","5,20094208","5,19415409","5,43522071","5,11600897","4,82126335","0,92374158","1,00114499","1,01150632","0,71234901","1,61895461","1,24150751","1,68005959","1,13401098","1,63419425","1,30827402","1,80271298","1,54168811","1,26329001","1,27697216","1,412169","1,20243903","3,98318526","3,23920515","2,3328614","2,18761062","3,16739355","1,81519266","1,16241044","0,24679627","2,11238157","3,6565351","3,14072294","3,09804678","2,62409186","90,8622696","76,442046","38,6963722","50,4413582","93,6329507","88,393997","91,005086","96,1780649","22,5878233","23,5398834","31,1380481","116,668228","108,973746","4,69545106","4,05412116","3,65328997","0,35502191","2,78291367","3,76781316","4,98175905","4,18009667","2,61112888","3,95105028","5,30075412","6,30576825","5,3548137","4,50275732","36,296598","0,79060611","3,3877498","2,23541648","1,42972747","10,5049098","22,0149963","3,79046315","6,3348167","19,6381941"
Mo,Mo 21-08-2019,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,42428214","2,43216136","2,08050319","2,32054018","1,15188075","1,36494333","1,51488075","1,81838215","1,82122036","3,80518411","1,43935264","1,68306614","1,42645631","4,34986436","5,00318407","6,2052507","4,02508633","3,15008707","1,853097","3,07543254","3,12981817","3,02906284","0,91545899","0,9994575","3,19215082","2,49625257","2,77181966","3,46244455","1,96614094","1,91797358","1,89842493","2,47408375","3,18911348","2,37180957","3,3913046","4,16723573","3,7946727","1,95652127","2,44799621","4,45418625","4,02570309","3,70940312","3,05433009","3,79952099","2,28329819","3,99833538","6,06264759","5,0836334","5,27747168","4,8076935","4,93481178","0,89082684","0,95150715","0,97580486","0,84805457","1,06715675","1,86917915","1,84619505","0,90005579","1,18333721","1,35142202","1,48920554","1,13552268","1,51911777","1,41814436","1,51700074","1,43935264","3,61438224","3,40929609","2,49743605","2,73280595","3,26084931","2,25699867","0,8490156","0,54817512","2,11845177","3,70416794","3,53717676","3,15697188","2,58994295","71,5433965","63,8678664","41,0687962","67,3878073","90,9102691","94,9458409","102,920085","87,0796887","29,928909","25,9028715","31,2229471","116,191878","125,260267","4,57562628","4,42411547","3,69686361","0,65149646","2,87870527","3,96958306","5,03015869","4,68168384","2,5453815","4,04533846","5,44259201","7,32599781","5,68506816","4,37037109","37,7516212","0,81974175","3,49520803","1,57084648","2,10571019","10,7977044","24,3450215","5,84355811","5,91047346","22,3539742"
Mo,Mo 22-08-2019,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,"1,76892292","2,04282248","2,20049711","2,13021933","0,94585959","1,36373318","1,46276331","1,50366062","1,7149121","4,60534515","1,5601992","1,78607095","1,19179065","4,72629779","5,25982947","5,86828087","4,65604832","3,77772753","1,48210194","3,6301832","2,23809767","3,58809452","0,74830597","1,1987744","2,47392187","2,00648998","2,66478335","3,03203153","2,89057985","1,58099925","2,40227807","2,1756709","2,122662","2,75340061","3,24899041","4,99693214","3,88615789","2,1398432","2,32400898","3,47843135","4,17182633","3,7756364","3,15245205","2,77380646","2,48259112","3,54374812","5,38035816","5,72774523","5,93886418","5,66650966","5,15200494","0,85007719","1,21418042","1,1703267","0,8008117","1,09499018","1,38987216","1,42201621","1,0269362","0,97539043","1,76619112","1,60993967","1,01926689","1,23781153","1,5117173","1,41456882","1,08056353","4,2371411","3,7516579","2,06929016","2,64818314","2,95847853","1,8939124","1,22642785","0,50916752","2,41461586","3,63771769","3,6254281","3,11533888","3,07839811","88,6029229","82,9216313","44,787835","46,6092421","88,9034247","92,7486925","91,5407816","94,6666125","22,3692769","27,0049834","30,8336269","122,744789","103,754835","4,91355629","3,78343834","3,63603165","0,73703344","2,88671432","3,56232831","5,13466632","5,02411131","2,23566811","4,40991677","6,10627995","6,86802426","5,67119444","4,57358467","40,7827172","0,83655618","2,59401826","1,60204129","1,60143772","13,6287435","26,6331632","5,15800862","7,72546954","21,4387891"
Mo,Mo 22-08-2019,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1,18188434","2,31616511","2,27164272","1,82246052","0,79570148","1,37614469","1,6125581","1,29667648","1,74886161","4,04617736","1,43222599","1,54894675","1,27347313","4,64457825","4,906921","5,39432416","4,14087193","3,58166837","1,32525263","3,38035359","2,01397058","3,35976229","0,66718309","0,87615469","2,72999862","1,95316939","2,41742479","2,709189","2,40423913","1,74788491","2,17896755","2,58360958","2,82343674","2,43607216","3,00574006","4,21500891","3,65338023","1,8702042","2,3854773","3,95463971","4,00968176","3,50287234","2,8508034","3,07646579","2,27592765","3,55497668","5,03382822","5,0033091","5,74056285","5,18761757","4,59927613","0,54304375","0,90281245","1,01150376","0,46201208","0,94906012","1,8411051","1,43268449","1,1796594","1,23785285","1,5226462","1,35114763","1,44868601","0,95099585","1,27378254","1,11920533","1,12324717","4,01958271","3,28222235","2,33181662","2,52610191","2,88435003","1,96573105","1,25486734","0,35910822","2,04774467","3,61050402","3,08157668","3,18552978","2,44685621","92,8372616","68,0899","33,5084912","53,6542472","86,9874504","88,0652627","87,1640551","90,9540464","23,3911603","26,6072677","29,4394658","121,159197","107,020357","4,65321032","3,89677711","3,59878828","0,67620544","2,39537181","3,35810498","5,19188245","4,17184373","2,4985218","4,29791593","5,53836088","6,49977275","5,54742547","4,76165984","35,0846071","0,46460979","2,89326979","1,81233285","1,16750122","11,3363081","22,6962605","4,18168515","6,40122477","18,3491969"
Mo,Mo 22-08-2019,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,"1,45859972","2,35860687","2,4991723","1,9146243","0,93636083","1,36111886","1,36111886","1,15123535","1,38973921","3,84839515","1,302045","1,56920142","1,12926595","4,50939377","4,78685909","5,31454922","4,31547734","3,63951985","1,14733924","3,46493288","1,84961635","3,44851924","0,50647241","1,21299679","2,63381794","1,74716818","2,22652354","2,74890477","3,05053336","1,28929725","1,64248555","2,87188254","2,46652009","2,29354624","3,11783231","4,91850984","4,29663429","2,1254982","2,47868223","3,91929993","3,9605957","3,26799255","2,80918411","3,29453386","2,59234222","3,86637907","5,27896159","5,40877567","5,53406666","5,2183184","4,93316574","0,70753051","1,08760501","0,88543873","0,79232536","0,99674017","1,73431929","1,75843668","1,02988332","1,20520657","1,57947418","1,63765995","1,28887015","0,85450817","1,3965563","1,50613986","0,77980565","3,76421172","3,25804466","1,87374454","2,35186203","3,05569997","1,73755021","1,30328515","0,22963749","2,2359047","3,58209934","3,01835911","3,1672246","2,38723645","99,5514039","75,3295118","40,1100564","40,3385397","91,9533789","88,9421576","88,6090231","89,3880983","21,396997","24,7641852","31,0161224","115,889598","108,930929","4,48163915","4,01235757","3,5782721","0,31676507","2,69836912","3,70732454","4,78667219","4,11794593","2,47546037","3,7542527","5,53693858","6,16905631","5,19802181","4,46548617","35,3330012","0,67010402","3,01612186","1,70082681","1,09658389","9,31187881","22,1804635","3,17083007","6,10244051","18,1464883"
Mo,Mo 22-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,73962708","2,16962996","2,29622386","1,99795475","1,18452859","1,50480609","1,59589728","1,36894292","1,9050114","4,11718563","1,42980941","1,55965064","1,28409464","4,51781985","5,06614734","5,74399641","4,19397454","3,41604354","1,6501038","3,27534564","2,46865077","3,23023387","0,6097891","1,26810946","2,83420304","2,17159197","2,74168859","2,98354829","2,27412636","1,74708649","1,82796343","2,71456526","2,59777887","2,33946784","3,35765387","4,19158031","4,38509333","1,78843573","2,46779589","3,91984796","4,16644326","3,63079005","3,07318056","3,04562556","2,27813426","4,16690533","5,93847969","5,55985861","5,42006001","5,06039477","4,63197108","0,71530351","1,36872068","1,42314533","0,80730524","1,17181252","1,60842846","1,39469953","1,13702974","1,0038945","1,7628599","1,7763113","1,14323304","1,01159192","1,46262243","1,44520434","0,96897037","3,87250518","3,82860048","2,51907734","2,53052257","3,02483352","2,04719169","1,09770528","0,55556683","2,13301176","3,66430019","3,34351971","3,0980876","2,67842633","79,3793532","76,3051839","41,1270474","59,4935993","88,6172877","84,3696357","96,7183885","89,4040628","25,3714944","28,5093847","30,104602","108,669184","124,064498","4,53847741","4,2054913","3,66284726","0,71530351","2,62689046","4,00816619","4,73580252","4,52614459","2,47889663","4,15616002","5,58217778","6,81326586","5,61667506","4,4953929","37,445872","1,03031474","2,99717553","1,831189","1,36751695","11,7534059","24,599715","5,72665783","7,22680461","20,598918"
Mo,Mo 22-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,48258571","2,35853457","2,63838043","1,92468864","1,08071207","1,50045772","1,61767408","1,2450143","1,44180209","3,74151196","1,22380941","1,74574702","1,39496347","4,43804614","4,8303897","5,58277118","4,39403415","3,55201285","1,27837685","3,49762273","2,08514844","3,44680617","0,65635819","1,03857179","3,00503174","2,0469188","2,26816298","2,71598281","2,72759394","1,58524181","2,05666266","2,13793404","2,4528341","2,55829102","3,37938468","4,59442838","3,5172937","1,89280543","2,5451592","3,99610131","3,88624582","3,21484917","2,80651352","3,24969419","2,44873899","3,31783471","4,98321534","5,10389087","5,17811228","4,75283531","4,65410853","0,64990888","1,24037035","1,22116807","0,66743203","1,30198302","1,53181503","1,47984916","1,2846122","1,43142463","1,57288547","1,69056629","1,5057597","0,93958723","1,39727631","1,14815467","1,09573758","3,53601481","3,16712309","2,42284455","2,413674","3,07951941","1,93723356","0,88786264","0,56549668","2,13065323","3,33997665","3,32821617","2,7068878","2,80104042","93,5368489","65,5175295","42,6326519","43,8304991","84,5240608","95,7907218","91,0409488","93,279279","25,0596676","23,7787386","28,5440707","127,422253","106,880162","4,48951382","4,31368429","3,32903897","0,83225974","2,48505726","3,77447376","5,02872435","4,47221891","2,19285413","4,17302067","5,47063138","6,27602759","5,09939299","4,1943194","35,2191877","0,80093105","3,21196848","2,13361767","1,17425918","10,2579358","21,4815507","3,81531181","5,52544869","19,3275284"
Mo,Mo 22-08-2019,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"1,53963291","2,57517538","2,21304287","2,22164432","1,11834476","1,89570234","1,7066275","1,51891752","1,79294852","4,74645498","1,80117815","1,45855325","1,38149564","5,44789129","6,07493847","6,56677017","4,69110284","4,1361666","1,93877186","3,95619547","2,6105747","3,93137312","0,5566415","1,33337184","2,92542538","2,63400441","2,73500435","3,16867042","2,57592845","1,89842875","2,48484161","2,45697555","3,51221042","2,52903795","3,44328719","4,79754868","3,88840628","2,70200533","2,87813652","4,03671702","4,01329201","4,38006396","3,55440697","3,33841368","2,23835245","4,17378848","5,9679309","5,77277477","6,27359067","5,82219098","5,25124541","0,96118604","1,01085437","0,76280336","1,06443796","1,4221959","1,89685302","1,96893422","1,17542143","1,16388284","1,55249172","1,67913025","1,23712449","1,24578242","1,43007265","1,80265818","0,90969609","3,98951342","4,08938573","2,67400471","2,68461315","3,31558839","2,48529492","1,34181327","0,39066126","2,11412384","4,41417674","3,32017328","3,78494566","2,97936601","80,6628118","75,1881511","41,2262845","58,1109037","86,8284427","84,9478481","87,5487132","102,693967","25,6939304","24,5943282","26,6022915","121,032506","112,492446","5,225203","4,10642474","4,41154609","0,7119498","2,60624481","4,37340592","4,95822183","5,02178877","2,70795192","4,62767371","6,19867368","7,49793624","6,33689449","4,9417322","46,3937055","0,84548793","4,34001513","1,88751826","1,61686838","15,014078","30,282562","7,20224472","7,77304201","25,2547293"
Mo,Mo 22-08-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"1,92407084","2,32395703","2,3350244","2,0330719","1,07589222","1,30953008","1,58970675","1,32985866","1,61378044","3,97371684","1,4494538","1,2572417","1,33854021","4,83369473","5,50930706","5,93269015","4,33750384","3,82352447","1,68578259","3,66381447","2,26887568","3,64502036","0,70518155","1,27739737","2,61222503","2,20573617","2,35605189","2,85642324","2,25346372","1,85183414","3,14951705","2,11242422","2,6454341","2,28929189","3,1737911","4,26906661","3,94042293","2,16340835","2,54128345","3,98351425","3,81741813","3,7017409","3,22474632","3,54207832","2,33500793","3,49244635","4,94700192","4,87223721","5,43705234","5,13906018","4,6030818","0,83963589","1,4424251","1,48967673","0,71221969","0,92217679","1,9203387","1,76349091","0,86514762","1,19382639","1,51991975","1,60052869","1,35942457","1,16647163","1,29610806","1,33457051","1,06752481","3,56885432","2,99219292","2,28452314","2,47388489","2,96752274","2,01995479","1,17086895","0,35484768","1,98019957","3,81750793","3,02219377","3,32616943","2,45794138","81,0256776","76,698452","26,1804456","72,7938768","93,754285","87,9377412","89,7464805","93,7009063","23,4767564","23,389725","27,0124096","129,010008","107,533964","5,30576224","4,0465606","3,81428069","0,57458715","2,44505172","3,76537965","5,58694319","3,94875853","2,88516103","4,47444465","5,7781518","7,17660168","6,40216146","5,25499865","37,4314927","1,03162658","3,14980518","1,85550801","1,34944679","11,1686936","23,4817042","5,53528753","4,78441583","20,6649639"
Gracie,Gracie 19-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,65290756","1,75558654","1,99986348","1,58358164","1,04842631","1,24492659","1,5283671","1,1076244","1,48385115","3,32805156","1,37654811","1,79580419","1,82514323","3,4185885","4,43348313","5,03445576","3,96363292","2,80039233","1,6330908","2,94111467","2,09334109","2,79847484","0,59853768","0,96899782","2,43056246","2,40316213","1,79057889","2,35316676","2,47644224","1,01329683","1,22275995","1,71520102","2,45198346","1,92185779","2,84263584","4,05807342","3,25830413","1,72909048","2,58828826","3,94476322","3,72126263","2,85713082","2,38207624","2,95041099","2,23816903","3,5167223","4,73440525","4,59107621","4,38396887","4,37083643","4,25654938","0,83063732","1,24492659","1,18964028","0,70308517","0,83580416","1,46067295","1,46586493","0,67936286","0,8083882","1,58885015","1,16425033","1,39246143","0,94695861","1,03993787","1,01958776","0,86469508","2,85836076","2,89016731","2,2900639","1,97064742","2,4977889","1,83832508","0,19908154","0,83514577","1,90015704","2,52069545","3,44345004","1,7103958","3,25200255","79,4489077","74,3764365","50,2178623","50,3332301","77,1274574","79,2930622","78,4685559","110,564808","32,4928893","20,5659743","27,1289275","122,846485","111,785793","3,84839056","3,37578119","2,52058329","1,77791143","1,66538539","3,43204421","3,79212754","4,82715726","1,19325363","3,17323432","5,06893277","5,66940316","4,64556774","2,92329571","26,6705181","0,86634154","2,47544243","1,3996696","0,87659785","7,05804984","16,95868","4,80064893","3,89518147","14,9970026"
Gracie,Gracie 19-04-21,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,"1,91339774","2,14490214","2,52207148","2,25912799","1,15582356","1,48091184","1,68159655","1,65162831","1,36617337","4,16000551","1,49993157","1,85100307","1,29002835","5,4054587","6,63310713","7,33050793","5,61575661","4,49660557","2,13650155","4,56208127","2,76842666","4,46081736","0,9411313","1,10683601","3,19577256","3,06533319","2,44838273","3,29199956","3,18158786","1,76571954","2,15500029","3,51124978","3,11888399","2,47179439","3,78089878","5,38857592","5,33134424","2,67705372","2,87249801","4,18706802","4,35027446","3,90139043","3,13869836","3,53013139","3,01880173","5,62770246","7,06975524","6,43766016","5,86688027","5,77756039","5,61032556","1,01431313","1,37405521","1,11943542","0,99052283","0,83848724","1,92225462","1,74534296","0,90903773","1,0471628","2,00839661","2,03990693","1,11772582","1,40233575","1,50621811","1,26110264","1,42895545","3,66977807","4,39264889","2,76811764","2,4838517","3,05891347","2,48477226","0,62029501","0,90552689","2,4545459","3,73927054","4,26487082","2,93034327","3,69674074","80,9503389","78,3569189","30,5684165","68,4812446","83,9375968","89,3353456","91,7212896","99,063749","27,1285928","19,3764346","25,2995874","104,200489","126,458043","6,11972079","4,48479539","3,7348296","1,34993841","2,90986724","4,09481318","6,509703","5,4597509","2,53488435","5,29475843","7,06746363","8,50938556","7,47509373","5,65523931","49,4538623","1,09598749","3,79630359","2,120544","1,85608063","14,0105965","33,1004421","8,43661766","8,04076628","26,1258535"
